lake_ID,lake_name,species,fish_count,maximum_length,minimum_length,survey_ID,survey_date
73020002,Koronis (main lake),TLC,"[[10, 13], [11, 6], [13, 1], [14, 5], [15, 23], [16, 11], [17, 2], [18, 1]]",18,10,12341731739308001,2017-11-13
73020002,Koronis (main lake),WAE,"[[6, 4], [7, 32], [8, 8], [10, 15], [11, 11], [8, 4], [9, 4]]",11,6,17462030347276020,2020-10-15
73020002,Koronis (main lake),BOF,"[[23, 1]]",23,23,118022,1994-07-19
73020002,Koronis (main lake),BLG,"[[5, 1], [6, 1]]",6,5,118022,1994-07-19
73020002,Koronis (main lake),YEB,"[[10, 4], [11, 2], [12, 5], [7, 1], [8, 3], [9, 5]]",12,7,118022,1994-07-19
73020002,Koronis (main lake),RKB,"[[12, 1], [4, 1], [5, 2], [6, 6], [7, 3], [8, 4], [9, 4]]",12,4,118022,1994-07-19
73020002,Koronis (main lake),GLR,"[[21, 1]]",21,21,118022,1994-07-19
73020002,Koronis (main lake),CAP,"[[15, 1], [17, 2], [18, 6], [19, 5], [20, 8], [21, 5], [22, 6], [23, 3], [24, 1], [25, 1], [26, 2], [28, 1], [29, 1]]",29,15,118022,1994-07-19
73020002,Koronis (main lake),YEP,"[[10, 4], [4, 2], [5, 271], [6, 371], [7, 59], [8, 15], [9, 20]]",10,4,118022,1994-07-19
73020002,Koronis (main lake),WTS,"[[10, 11], [11, 4], [12, 2], [13, 4], [14, 2], [15, 7], [16, 21], [17, 26], [18, 12], [19, 2], [20, 6], [21, 2], [6, 1], [8, 2], [9, 2]]",21,6,118022,1994-07-19
73020002,Koronis (main lake),BLC,"[[8, 2], [9, 4]]",9,8,118022,1994-07-19
73020002,Koronis (main lake),CSH,"[[5, 2]]",5,5,118022,1994-07-19
73020002,Koronis (main lake),WAE,"[[5, 3], [6, 8], [7, 3], [10, 170], [11, 71], [12, 18], [13, 1], [14, 7], [15, 10], [16, 8], [17, 14], [18, 9], [19, 9], [20, 5], [21, 2], [22, 2], [24, 1], [28, 1], [4, 1], [5, 25], [6, 40], [7, 29], [8, 21], [9, 94]]",28,4,118022,1994-07-19
73020002,Koronis (main lake),SMB,"[[10, 1], [12, 2], [13, 2], [14, 1], [15, 1], [9, 1]]",15,9,118022,1994-07-19
73020002,Koronis (main lake),BRB,"[[11, 1]]",11,11,118022,1994-07-19
73020002,Koronis (main lake),CCF,"[[25, 3]]",25,25,118022,1994-07-19
73020002,Koronis (main lake),TLC,"[[12, 1], [13, 2]]",13,12,118022,1994-07-19
73020002,Koronis (main lake),WHC,"[[11, 1]]",11,11,118022,1994-07-19
73020002,Koronis (main lake),NOP,"[[16, 2], [17, 1], [19, 2], [20, 1], [21, 1], [22, 1], [23, 1], [24, 2], [25, 5], [26, 1], [27, 1], [28, 1], [31, 2]]",31,16,118022,1994-07-19
73020002,Koronis (main lake),BIB,"[[19, 1]]",19,19,118022,1994-07-19
73020002,Koronis (main lake),BLB,"[[10, 4], [11, 4], [12, 1], [7, 6], [8, 7], [9, 4]]",12,7,118022,1994-07-19
73020002,Koronis (main lake),SHR,"[[18, 1], [19, 2]]",19,18,118022,1994-07-19
73020002,Koronis (main lake),TLC,"[[10, 1], [14, 1], [15, 2], [16, 5], [17, 3]]",17,10,10951432530584000,2014-11-19
73020002,Koronis (main lake),NOP,"[[20, 2], [24, 2], [25, 1], [29, 2], [35, 1]]",35,20,10951432530584000,2014-11-19
73020002,Koronis (main lake),YEB,"[[11, 1]]",11,11,10951432530584000,2014-11-19
73020002,Koronis (main lake),LMB,"[[11, 1], [12, 1]]",12,11,10951432530584000,2014-11-19
73020002,Koronis (main lake),WTS,"[[16, 1]]",16,16,10951432530584000,2014-11-19
73020002,Koronis (main lake),WAE,"[[15, 1], [17, 2]]",17,15,10951432530584000,2014-11-19
73020002,Koronis (main lake),RKB,"[[9, 1]]",9,9,10951432530584000,2014-11-19
73020002,Koronis (main lake),YEP,"[[5, 1]]",5,5,10951432530584000,2014-11-19
73020002,Koronis (main lake),WAE,"[[5, 2], [6, 10], [7, 1], [9, 16]]",9,5,12341626442076056,2016-09-29
73020002,Koronis (main lake),SHR,"[[16, 1]]",16,16,17461933038182023,2019-11-18
73020002,Koronis (main lake),TLC,"[[13, 1], [14, 17], [15, 15], [16, 16], [17, 7]]",17,13,17461933038182023,2019-11-18
73020002,Koronis (main lake),PMK,"[[4, 1], [5, 1]]",5,4,17461933038182023,2019-11-18
73020002,Koronis (main lake),WTS,"[[10, 1], [21, 1], [8, 1]]",21,8,17461933038182023,2019-11-18
73020002,Koronis (main lake),YEP,"[[5, 61], [6, 40], [7, 7]]",7,5,17461933038182023,2019-11-18
73020002,Koronis (main lake),LMB,"[[17, 1], [6, 1]]",17,6,118137,1997-07-16
73020002,Koronis (main lake),SMB,"[[10, 2], [11, 2], [12, 2], [13, 2], [14, 1], [16, 1], [17, 1], [6, 1], [8, 1], [9, 2]]",17,6,118137,1997-07-16
73020002,Koronis (main lake),NOP,"[[17, 1], [18, 3], [19, 3], [20, 9], [21, 1], [22, 5], [23, 3], [24, 1], [25, 5], [26, 2], [27, 3], [28, 2], [30, 1], [31, 1], [7, 1], [11, 2]]",31,7,118137,1997-07-16
73020002,Koronis (main lake),PMK,"[[3, 1]]",3,3,118137,1997-07-16
73020002,Koronis (main lake),WHC,"[[10, 1]]",10,10,118137,1997-07-16
73020002,Koronis (main lake),TLC,"[[15, 1], [16, 1], [7, 1], [8, 1]]",16,7,118137,1997-07-16
73020002,Koronis (main lake),BIB,"[[14, 1]]",14,14,118137,1997-07-16
73020002,Koronis (main lake),SHR,"[[11, 2], [12, 4], [13, 9], [14, 10], [15, 4], [16, 1], [17, 6], [18, 2], [19, 1], [20, 2], [22, 1]]",22,11,118137,1997-07-16
73020002,Koronis (main lake),BLB,"[[10, 1], [12, 1], [6, 1], [8, 2], [9, 1]]",12,6,118137,1997-07-16
73020002,Koronis (main lake),BLG,"[[2, 1], [3, 11], [4, 7], [5, 15], [6, 26], [7, 15], [8, 1], [9, 1]]",9,2,118137,1997-07-16
73020002,Koronis (main lake),BOF,"[[20, 1], [23, 1], [24, 3], [25, 2]]",25,20,118137,1997-07-16
73020002,Koronis (main lake),GSF,"[[3, 2]]",3,3,118137,1997-07-16
73020002,Koronis (main lake),YEB,"[[10, 1], [12, 1]]",12,10,118137,1997-07-16
73020002,Koronis (main lake),HSF,"[[2, 2], [3, 4], [4, 2]]",4,2,118137,1997-07-16
73020002,Koronis (main lake),YEP,"[[4, 18], [5, 48], [6, 51], [7, 74], [8, 24], [9, 4]]",9,4,118137,1997-07-16
73020002,Koronis (main lake),CAP,"[[25, 2], [26, 1], [27, 5], [28, 1], [29, 1], [30, 1]]",30,25,118137,1997-07-16
73020002,Koronis (main lake),RKB,"[[10, 2], [2, 1], [4, 2], [5, 1], [6, 6], [7, 8], [8, 1], [9, 1]]",10,2,118137,1997-07-16
73020002,Koronis (main lake),WAE,"[[5, 2], [6, 24], [7, 43], [8, 5], [9, 1], [10, 7], [11, 48], [12, 49], [13, 19], [14, 27], [15, 20], [16, 4], [17, 7], [18, 3], [19, 4], [21, 1], [22, 1], [23, 1], [24, 2], [25, 2], [26, 1], [27, 1], [28, 1], [6, 1], [7, 11], [8, 5], [9, 3]]",28,5,118137,1997-07-16
73020002,Koronis (main lake),CSH,"[[4, 1]]",4,4,118137,1997-07-16
73020002,Koronis (main lake),BLC,"[[10, 6], [8, 2], [9, 14]]",10,8,118137,1997-07-16
73020002,Koronis (main lake),WTS,"[[10, 1], [11, 1], [12, 6], [13, 11], [14, 10], [15, 10], [16, 15], [17, 31], [18, 7], [19, 1], [6, 3], [8, 1], [9, 1]]",19,6,118137,1997-07-16
73020002,Koronis (main lake),BLB,"[[13, 1], [6, 1]]",13,6,10951419252100003,2014-07-28
73020002,Koronis (main lake),SHR,"[[14, 1], [16, 1], [18, 2], [19, 2], [20, 4], [21, 3], [23, 1]]",23,14,10951419252100003,2014-07-28
73020002,Koronis (main lake),BIB,"[[16, 1], [17, 1], [18, 2], [19, 3], [20, 2], [21, 2], [22, 2], [23, 1], [25, 1]]",25,16,10951419252100003,2014-07-28
73020002,Koronis (main lake),TLC,"[[8, 1]]",8,8,10951419252100003,2014-07-28
73020002,Koronis (main lake),PMK,"[[3, 8], [4, 49], [5, 22], [6, 2], [7, 7], [8, 1]]",8,3,10951419252100003,2014-07-28
73020002,Koronis (main lake),NOP,"[[16, 1], [17, 2], [20, 1], [21, 2], [22, 3], [23, 1], [24, 4], [25, 5], [26, 3], [27, 5], [28, 1], [29, 1], [31, 1], [33, 1], [7, 1]]",33,7,10951419252100003,2014-07-28
73020002,Koronis (main lake),SMB,"[[10, 3], [11, 1], [9, 1]]",11,9,10951419252100003,2014-07-28
73020002,Koronis (main lake),LMB,"[[10, 2], [5, 3], [6, 1]]",10,5,10951419252100003,2014-07-28
73020002,Koronis (main lake),CCF,"[[21, 1]]",21,21,10951419252100003,2014-07-28
73020002,Koronis (main lake),WTS,"[[12, 1], [13, 1], [15, 1], [16, 10], [17, 18], [18, 6], [19, 1], [21, 1], [5, 1], [6, 5], [9, 1]]",21,5,10951419252100003,2014-07-28
73020002,Koronis (main lake),BLC,"[[10, 5], [11, 6], [12, 1], [4, 30], [5, 10], [9, 2]]",12,4,10951419252100003,2014-07-28
73020002,Koronis (main lake),WAE,"[[4, 22], [5, 28], [6, 56], [7, 51], [8, 6], [10, 3], [11, 3], [12, 11], [13, 13], [14, 22], [15, 17], [16, 7], [17, 3], [18, 4], [19, 3], [20, 2], [21, 1], [23, 1], [24, 3], [26, 1], [27, 1], [6, 1], [7, 1], [8, 1], [9, 5]]",27,4,10951419252100003,2014-07-28
73020002,Koronis (main lake),RKB,"[[10, 2], [3, 1], [4, 3], [7, 1], [8, 3], [9, 1]]",10,3,10951419252100003,2014-07-28
73020002,Koronis (main lake),CAP,"[[20, 2], [25, 1], [29, 1], [30, 1], [32, 1]]",32,20,10951419252100003,2014-07-28
73020002,Koronis (main lake),GOS,"[[5, 1]]",5,5,10951419252100003,2014-07-28
73020002,Koronis (main lake),YEP,"[[4, 3], [5, 144], [6, 71], [7, 32], [8, 18], [9, 1]]",9,4,10951419252100003,2014-07-28
73020002,Koronis (main lake),HSF,"[[3, 4], [4, 6], [5, 9], [6, 2], [7, 4], [8, 1]]",8,3,10951419252100003,2014-07-28
73020002,Koronis (main lake),YEB,"[[10, 7], [11, 11], [12, 11], [13, 3], [14, 1], [8, 1], [9, 2]]",14,8,10951419252100003,2014-07-28
73020002,Koronis (main lake),GSF,"[[0, 1], [3, 1], [4, 2]]",4,3,10951419252100003,2014-07-28
73020002,Koronis (main lake),BOF,"[[13, 1], [20, 1], [22, 4], [24, 2]]",24,13,10951419252100003,2014-07-28
73020002,Koronis (main lake),BLG,"[[0, 3], [3, 87], [4, 124], [5, 41], [6, 4], [7, 15], [8, 2]]",8,3,10951419252100003,2014-07-28
73020002,Koronis (main lake),WAE,"[[6, 13], [7, 24], [8, 6], [10, 18], [11, 3], [12, 2], [13, 9], [14, 17], [15, 8], [16, 6], [17, 7], [18, 6], [19, 4], [20, 4], [21, 2], [22, 1], [27, 1], [7, 9], [8, 16], [9, 39]]",27,6,870716547635031,2007-07-25
73020002,Koronis (main lake),BLC,"[[11, 1], [5, 1], [6, 48], [7, 52], [8, 5]]",11,5,870716547635031,2007-07-25
73020002,Koronis (main lake),WTS,"[[2, 2], [3, 2], [10, 1], [11, 1], [13, 1], [15, 3], [16, 3], [17, 4], [18, 13], [19, 6], [20, 1], [21, 2], [6, 1]]",21,2,870716547635031,2007-07-25
73020002,Koronis (main lake),YEP,"[[10, 1], [3, 6], [4, 16], [5, 3], [6, 12], [7, 27], [8, 38], [9, 11], [2, 74]]",10,2,870716547635031,2007-07-25
73020002,Koronis (main lake),GOS,"[[5, 3]]",5,5,870716547635031,2007-07-25
73020002,Koronis (main lake),CAP,"[[24, 2], [25, 1], [27, 1], [29, 1], [30, 1]]",30,24,870716547635031,2007-07-25
73020002,Koronis (main lake),RKB,"[[10, 2], [3, 1], [4, 4], [5, 6], [6, 2], [7, 6], [8, 6], [1, 5]]",10,1,870716547635031,2007-07-25
73020002,Koronis (main lake),YEB,"[[10, 17], [11, 8], [12, 12], [13, 4], [5, 9], [7, 1], [8, 1], [9, 10]]",13,5,870716547635031,2007-07-25
73020002,Koronis (main lake),HSF,"[[1, 3], [2, 3], [3, 3], [4, 26], [5, 21], [6, 5], [1, 4]]",6,1,870716547635031,2007-07-25
73020002,Koronis (main lake),BOF,"[[20, 1], [21, 1], [23, 1], [25, 1]]",25,20,870716547635031,2007-07-25
73020002,Koronis (main lake),BLG,"[[1, 539], [2, 19], [3, 81], [4, 186], [5, 80], [6, 23], [7, 2]]",7,1,870716547635031,2007-07-25
73020002,Koronis (main lake),GSF,"[[2, 2], [3, 1]]",3,2,870716547635031,2007-07-25
73020002,Koronis (main lake),SHR,"[[12, 1], [15, 1], [18, 3], [19, 3], [20, 9], [21, 4], [8, 1]]",21,8,870716547635031,2007-07-25
73020002,Koronis (main lake),BLB,"[[10, 3], [11, 8], [12, 6], [13, 1], [6, 2], [7, 3], [9, 1]]",13,6,870716547635031,2007-07-25
73020002,Koronis (main lake),NOP,"[[15, 1], [16, 2], [18, 2], [19, 5], [20, 7], [21, 10], [22, 14], [23, 12], [24, 9], [25, 8], [26, 5], [27, 2], [28, 3], [29, 2], [30, 1], [33, 1], [35, 1]]",35,15,870716547635031,2007-07-25
73020002,Koronis (main lake),TLC,"[[11, 2], [12, 2], [13, 1], [14, 1], [15, 2], [7, 3], [8, 4]]",15,7,870716547635031,2007-07-25
73020002,Koronis (main lake),PMK,"[[3, 5], [4, 25], [5, 21], [6, 4]]",6,3,870716547635031,2007-07-25
73020002,Koronis (main lake),LMB,"[[1, 7], [2, 5], [3, 1], [10, 3], [12, 1], [14, 2], [3, 1], [7, 1], [8, 2], [9, 4]]",14,1,870716547635031,2007-07-25
73020002,Koronis (main lake),BRB,"[[12, 1], [13, 6], [14, 2]]",14,12,870716547635031,2007-07-25
73020002,Koronis (main lake),SMB,"[[10, 2], [11, 3], [12, 2], [13, 1], [17, 1], [18, 4], [5, 1], [7, 1], [9, 1], [1, 1], [2, 5], [3, 2]]",18,1,870716547635031,2007-07-25
73020002,Koronis (main lake),YEB,"[[10, 20], [11, 9], [12, 8], [13, 2], [5, 1], [6, 3], [7, 5], [8, 11], [9, 20]]",13,5,117992,1993-07-19
73020002,Koronis (main lake),HSF,"[[2, 24], [3, 14], [4, 7], [5, 1], [6, 1]]",6,2,117992,1993-07-19
73020002,Koronis (main lake),BOF,"[[17, 2], [19, 1], [20, 1], [21, 1], [22, 7], [23, 2], [25, 1], [27, 1]]",27,17,117992,1993-07-19
73020002,Koronis (main lake),BLG,"[[1, 3], [2, 26], [3, 27], [4, 19], [5, 5], [6, 2], [7, 6], [8, 1]]",8,1,117992,1993-07-19
73020002,Koronis (main lake),GSF,"[[2, 18], [3, 14], [4, 5]]",4,2,117992,1993-07-19
73020002,Koronis (main lake),WAE,"[[3, 2], [4, 43], [5, 81], [6, 54], [7, 6], [10, 81], [11, 17], [12, 20], [13, 13], [14, 15], [15, 11], [16, 12], [17, 4], [18, 2], [19, 1], [20, 2], [22, 1], [23, 1], [24, 1], [4, 1], [5, 1], [6, 3], [7, 12], [8, 13], [9, 37]]",24,3,117992,1993-07-19
73020002,Koronis (main lake),WTS,"[[10, 3], [11, 1], [12, 2], [13, 8], [14, 2], [15, 16], [16, 37], [17, 27], [18, 3], [19, 5], [6, 4], [7, 1], [9, 1]]",19,6,117992,1993-07-19
73020002,Koronis (main lake),BLC,"[[1, 49], [2, 3], [10, 2], [11, 2], [6, 1], [7, 12], [8, 1], [9, 4]]",11,1,117992,1993-07-19
73020002,Koronis (main lake),CAP,"[[12, 1], [13, 1], [15, 6], [16, 8], [17, 13], [18, 7], [19, 13], [20, 9], [21, 3], [22, 3], [23, 2], [24, 2], [26, 1], [27, 2], [28, 3], [29, 2], [30, 1], [31, 1], [32, 1], [9, 1]]",32,9,117992,1993-07-19
73020002,Koronis (main lake),YEP,"[[10, 17], [3, 14], [4, 214], [5, 99], [6, 120], [7, 151], [8, 73], [9, 116], [1, 3], [2, 138], [3, 2], [4, 1]]",10,1,117992,1993-07-19
73020002,Koronis (main lake),RKB,"[[10, 2], [4, 3], [5, 3], [6, 4], [7, 5], [8, 1], [9, 3], [1, 9]]",10,1,117992,1993-07-19
73020002,Koronis (main lake),NOP,"[[16, 2], [18, 2], [19, 5], [20, 2], [21, 3], [22, 4], [23, 1], [24, 3], [25, 1], [28, 2], [30, 1], [40, 1], [10, 10], [11, 7], [12, 5], [7, 1], [8, 7], [9, 4]]",40,7,117992,1993-07-19
73020002,Koronis (main lake),TLC,"[[10, 2], [13, 1], [14, 1], [16, 1]]",16,10,117992,1993-07-19
73020002,Koronis (main lake),PMK,"[[2, 4], [3, 4], [4, 3], [5, 2], [6, 2], [7, 1]]",7,2,117992,1993-07-19
73020002,Koronis (main lake),BRB,"[[10, 1], [11, 1]]",11,10,117992,1993-07-19
73020002,Koronis (main lake),CCF,"[[20, 1], [22, 1], [23, 1], [29, 1]]",29,20,117992,1993-07-19
73020002,Koronis (main lake),LMB,"[[1, 11], [2, 11], [13, 1], [4, 1], [5, 3], [6, 1]]",13,1,117992,1993-07-19
73020002,Koronis (main lake),SMB,"[[10, 2], [11, 2], [13, 1], [18, 1], [5, 2], [6, 4], [7, 1], [8, 1], [9, 1], [1, 3], [2, 5], [3, 2]]",18,1,117992,1993-07-19
73020002,Koronis (main lake),SHR,"[[15, 1], [17, 1], [18, 1], [19, 2], [20, 3], [21, 1], [22, 1]]",22,15,117992,1993-07-19
73020002,Koronis (main lake),BLB,"[[10, 48], [11, 9], [13, 1], [4, 1], [5, 4], [6, 17], [7, 11], [8, 11], [9, 11]]",13,4,117992,1993-07-19
73020002,Koronis (main lake),BIB,"[[21, 1]]",21,21,117992,1993-07-19
73020002,Koronis (main lake),SHR,"[[17, 1], [19, 1], [20, 3], [21, 1], [22, 2]]",22,17,4691215144237000,2012-07-23
73020002,Koronis (main lake),BLB,"[[10, 18], [11, 14], [12, 1], [7, 1], [9, 4]]",12,7,4691215144237000,2012-07-23
73020002,Koronis (main lake),NOP,"[[13, 1], [19, 1], [21, 1], [23, 1], [24, 1], [26, 2], [27, 1], [28, 1], [34, 1], [36, 1], [40, 1]]",40,13,4691215144237000,2012-07-23
73020002,Koronis (main lake),PMK,"[[4, 4], [5, 4], [6, 8], [7, 1]]",7,4,4691215144237000,2012-07-23
73020002,Koronis (main lake),CCF,"[[21, 1], [22, 2]]",22,21,4691215144237000,2012-07-23
73020002,Koronis (main lake),LMB,"[[10, 1], [8, 1]]",10,8,4691215144237000,2012-07-23
73020002,Koronis (main lake),SMB,"[[10, 3], [11, 1], [13, 1], [14, 3], [16, 1], [17, 1], [19, 1], [5, 1], [6, 2], [9, 3]]",19,5,4691215144237000,2012-07-23
73020002,Koronis (main lake),WAE,"[[5, 1], [6, 14], [7, 14], [10, 31], [11, 24], [12, 10], [13, 7], [14, 5], [15, 5], [16, 7], [17, 10], [18, 5], [19, 6], [20, 4], [21, 1], [22, 1], [24, 2], [7, 6], [8, 27], [9, 43]]",24,5,4691215144237000,2012-07-23
73020002,Koronis (main lake),WTS,"[[10, 4], [11, 1], [12, 6], [13, 16], [14, 35], [15, 24], [16, 12], [17, 10], [18, 8], [19, 6], [20, 3], [9, 1]]",20,9,4691215144237000,2012-07-23
73020002,Koronis (main lake),BLC,"[[10, 1], [11, 4], [4, 1], [5, 1], [6, 1], [7, 3], [8, 12], [9, 11]]",11,4,4691215144237000,2012-07-23
73020002,Koronis (main lake),YEP,"[[5, 25], [6, 73], [7, 36], [8, 5], [9, 1]]",9,5,4691215144237000,2012-07-23
73020002,Koronis (main lake),GOS,"[[5, 2]]",5,5,4691215144237000,2012-07-23
73020002,Koronis (main lake),CAP,"[[18, 1], [24, 1], [25, 1], [4, 1]]",25,4,4691215144237000,2012-07-23
73020002,Koronis (main lake),RKB,"[[10, 1], [11, 1], [3, 1], [4, 1], [5, 3], [6, 12], [7, 14], [8, 11], [9, 2]]",11,3,4691215144237000,2012-07-23
73020002,Koronis (main lake),YEB,"[[10, 22], [11, 32], [12, 44], [13, 22], [14, 3], [7, 9], [8, 14], [9, 31]]",14,7,4691215144237000,2012-07-23
73020002,Koronis (main lake),HSF,"[[4, 1], [5, 1], [6, 15], [7, 3], [8, 1]]",8,4,4691215144237000,2012-07-23
73020002,Koronis (main lake),BOF,"[[15, 1], [16, 1], [17, 1], [27, 1]]",27,15,4691215144237000,2012-07-23
73020002,Koronis (main lake),BLG,"[[4, 15], [5, 44], [6, 22], [7, 13], [8, 5]]",8,4,4691215144237000,2012-07-23
73020002,Koronis (main lake),HSF,"[[4, 8], [5, 5], [6, 1], [7, 1], [8, 3]]",8,4,12341715936528007,2017-07-17
73020002,Koronis (main lake),YEB,"[[10, 25], [11, 56], [12, 39], [13, 25], [14, 1], [7, 1], [8, 2], [9, 7]]",14,7,12341715936528007,2017-07-17
73020002,Koronis (main lake),BOF,"[[21, 1], [23, 1], [25, 3]]",25,21,12341715936528007,2017-07-17
73020002,Koronis (main lake),BLG,"[[3, 52], [4, 106], [5, 73], [6, 4], [7, 1], [8, 5]]",8,3,12341715936528007,2017-07-17
73020002,Koronis (main lake),WTS,"[[10, 1], [15, 1], [16, 6], [17, 6], [18, 2], [19, 1], [20, 1], [8, 1], [9, 1]]",20,8,12341715936528007,2017-07-17
73020002,Koronis (main lake),BLC,"[[10, 20], [11, 3], [12, 2], [3, 1], [4, 7], [5, 5], [6, 6], [7, 14], [8, 2], [9, 29]]",12,3,12341715936528007,2017-07-17
73020002,Koronis (main lake),WAE,"[[5, 41], [6, 38], [7, 3], [10, 2], [11, 9], [12, 11], [13, 16], [14, 6], [15, 5], [16, 8], [17, 4], [18, 3], [19, 3], [20, 1], [21, 1], [22, 1], [23, 1], [24, 1], [25, 1], [7, 4], [8, 6], [9, 2]]",25,5,12341715936528007,2017-07-17
73020002,Koronis (main lake),RKB,"[[10, 4], [3, 3], [4, 1], [5, 1], [6, 10], [7, 3], [9, 3]]",10,3,12341715936528007,2017-07-17
73020002,Koronis (main lake),CAP,"[[28, 1], [29, 1], [31, 1]]",31,28,12341715936528007,2017-07-17
73020002,Koronis (main lake),YEP,"[[5, 68], [6, 80], [7, 5]]",7,5,12341715936528007,2017-07-17
73020002,Koronis (main lake),PMK,"[[3, 1], [4, 10], [5, 5], [6, 2], [7, 7]]",7,3,12341715936528007,2017-07-17
73020002,Koronis (main lake),NOP,"[[12, 1], [14, 1], [20, 2], [21, 1], [22, 4], [23, 8], [24, 10], [25, 6], [26, 4], [27, 3], [28, 3], [29, 1], [30, 2], [31, 1]]",31,12,12341715936528007,2017-07-17
73020002,Koronis (main lake),SMB,"[[10, 2], [11, 1], [13, 2], [14, 1], [16, 1], [17, 2], [5, 1], [7, 1], [8, 5], [9, 2]]",17,5,12341715936528007,2017-07-17
73020002,Koronis (main lake),LMB,"[[10, 1], [14, 3], [15, 2], [16, 2], [4, 1], [6, 3], [7, 6], [8, 10], [9, 2]]",16,4,12341715936528007,2017-07-17
73020002,Koronis (main lake),BLB,"[[12, 2], [13, 4]]",13,12,12341715936528007,2017-07-17
73020002,Koronis (main lake),SHR,"[[10, 1], [15, 2], [18, 1], [19, 4], [20, 4], [21, 8], [8, 1], [9, 1]]",21,8,12341715936528007,2017-07-17
73020002,Koronis (main lake),BIB,"[[24, 1]]",24,24,12341715936528007,2017-07-17
73020002,Koronis (main lake),WAE,"[[6, 3], [7, 6], [8, 3], [10, 5], [11, 2], [9, 3]]",11,6,17461830445506000,2018-10-24
73020002,Koronis (main lake),HSF,"[[3, 4], [4, 5], [5, 8], [6, 1], [8, 1]]",8,3,118315,2003-07-27
73020002,Koronis (main lake),YEB,"[[10, 26], [11, 17], [12, 12], [13, 6], [8, 5], [9, 15]]",13,8,118315,2003-07-27
73020002,Koronis (main lake),BOF,"[[22, 1], [23, 1], [25, 4], [26, 1]]",26,22,118315,2003-07-27
73020002,Koronis (main lake),BLG,"[[2, 14], [3, 161], [4, 5], [5, 15], [6, 9], [7, 1], [8, 2]]",8,2,118315,2003-07-27
73020002,Koronis (main lake),GSF,"[[3, 1]]",3,3,118315,2003-07-27
