lake_ID,lake_name,species,fish_count,maximum_length,minimum_length,survey_ID,survey_date
34008600,Big Kandiyohi,BRB,"[[10, 1], [11, 3], [12, 2], [8, 1], [9, 1]]",12,8,118339,2004-07-26
34008600,Big Kandiyohi,YEP,"[[10, 10], [11, 2], [5, 1], [6, 2], [8, 3], [9, 21]]",11,5,118339,2004-07-26
34008600,Big Kandiyohi,WTS,"[[13, 3], [14, 2], [15, 10], [16, 4], [18, 3], [19, 1], [20, 1]]",20,13,118339,2004-07-26
34008600,Big Kandiyohi,CAP,"[[12, 1], [14, 12], [15, 43], [16, 72], [17, 57], [18, 35], [19, 18], [20, 14], [21, 4], [22, 5], [23, 2], [24, 4], [25, 5], [26, 9], [27, 16], [28, 3], [29, 2], [33, 1]]",33,12,118339,2004-07-26
34008600,Big Kandiyohi,BLB,"[[10, 83], [11, 18], [12, 3], [5, 1], [6, 1], [7, 1], [8, 65], [9, 177]]",12,5,118339,2004-07-26
34008600,Big Kandiyohi,NOP,"[[14, 1], [20, 2], [21, 1], [24, 2], [26, 1], [30, 1], [32, 1], [33, 1]]",33,14,118339,2004-07-26
34008600,Big Kandiyohi,WAE,"[[5, 21], [6, 17], [7, 1], [10, 2]]",10,5,12341725031570000,2017-09-06
34008600,Big Kandiyohi,YEP,"[[2, 335], [3, 755]]",3,2,12341823429589000,2018-08-22
34008600,Big Kandiyohi,BIB,"[[10, 1], [17, 1], [18, 1], [25, 1], [5, 2], [7, 1], [8, 5], [9, 1]]",25,5,17462116934735003,2021-07-19
34008600,Big Kandiyohi,YEP,"[[0, 1], [10, 6], [12, 1], [4, 4], [5, 168], [6, 72], [7, 54], [8, 111], [9, 49]]",12,4,17462116934735003,2021-07-19
34008600,Big Kandiyohi,BLB,"[[0, 4], [10, 34], [11, 41], [12, 7], [13, 3], [4, 19], [5, 59], [6, 67], [7, 9], [8, 3], [9, 3]]",13,4,17462116934735003,2021-07-19
34008600,Big Kandiyohi,GSF,"[[3, 4], [4, 1]]",4,3,17462116934735003,2021-07-19
34008600,Big Kandiyohi,WTS,"[[17, 1], [18, 1], [19, 1], [5, 1]]",19,5,17462116934735003,2021-07-19
34008600,Big Kandiyohi,CAP,"[[10, 1], [2, 1], [22, 1], [23, 5], [24, 1], [25, 1], [26, 2], [27, 1], [28, 1], [29, 2], [30, 1], [31, 3], [32, 5], [33, 3], [6, 1], [8, 1]]",33,2,17462116934735003,2021-07-19
34008600,Big Kandiyohi,NOP,"[[8, 4], [15, 1], [25, 1], [26, 1], [27, 3], [28, 1], [30, 1], [31, 1], [32, 1], [9, 1]]",32,8,17462116934735003,2021-07-19
34008600,Big Kandiyohi,BLG,"[[10, 1], [3, 2], [4, 5], [5, 10], [6, 5], [7, 1]]",10,3,17462116934735003,2021-07-19
34008600,Big Kandiyohi,WAE,"[[14, 1], [15, 1], [16, 4], [17, 4], [18, 11], [19, 10], [20, 8], [21, 7], [22, 13], [23, 2], [24, 3], [25, 3], [8, 1]]",25,8,17462116934735003,2021-07-19
34008600,Big Kandiyohi,YEB,"[[11, 6], [5, 2], [6, 2]]",11,5,17462116934735003,2021-07-19
34008600,Big Kandiyohi,BLC,"[[10, 5], [11, 1], [12, 1], [4, 1], [5, 19], [6, 22], [8, 1]]",12,4,17462116934735003,2021-07-19
34008600,Big Kandiyohi,SMB,"[[16, 1], [17, 7], [6, 1], [7, 2], [8, 1]]",17,6,17462116934735003,2021-07-19
34008600,Big Kandiyohi,CCF,"[[21, 1], [23, 1], [25, 1], [29, 1], [30, 1]]",30,21,17462116934735003,2021-07-19
34008600,Big Kandiyohi,BIB,"[[16, 1]]",16,16,4691120248970000,2011-07-25
34008600,Big Kandiyohi,YEP,"[[10, 10], [11, 24], [12, 1], [5, 2], [6, 12], [7, 2], [9, 6]]",12,5,4691120248970000,2011-07-25
34008600,Big Kandiyohi,BLB,"[[10, 7], [11, 1], [12, 2], [13, 4], [14, 2], [6, 2], [7, 8], [8, 3], [9, 4]]",14,6,4691120248970000,2011-07-25
34008600,Big Kandiyohi,WTS,"[[13, 1], [14, 4], [15, 4], [16, 2], [17, 4], [18, 1]]",18,13,4691120248970000,2011-07-25
34008600,Big Kandiyohi,CAP,"[[17, 1], [18, 1], [21, 3], [22, 3], [23, 10], [24, 20], [25, 52], [26, 32], [27, 17], [28, 6], [29, 3], [30, 1], [31, 1], [5, 1]]",31,5,4691120248970000,2011-07-25
34008600,Big Kandiyohi,NOP,"[[12, 1], [13, 1], [14, 2], [15, 6], [16, 2], [20, 1], [21, 1], [23, 2], [24, 1], [25, 1]]",25,12,4691120248970000,2011-07-25
34008600,Big Kandiyohi,BLG,"[[10, 7], [6, 3], [7, 7], [8, 9], [9, 11]]",10,6,4691120248970000,2011-07-25
34008600,Big Kandiyohi,WAE,"[[4, 9], [5, 93], [6, 41], [7, 3], [10, 56], [11, 45], [12, 34], [13, 8], [14, 4], [15, 4], [16, 4], [17, 1], [27, 1], [28, 1], [9, 22]]",28,4,4691120248970000,2011-07-25
34008600,Big Kandiyohi,YEB,"[[9, 1]]",9,9,4691120248970000,2011-07-25
34008600,Big Kandiyohi,BLC,"[[11, 3], [5, 1], [8, 3], [9, 1]]",11,5,4691120248970000,2011-07-25
34008600,Big Kandiyohi,SMB,"[[3, 39], [4, 8], [12, 3], [14, 1], [16, 1], [6, 1]]",16,3,4691120248970000,2011-07-25
34008600,Big Kandiyohi,CCF,"[[16, 1], [18, 2], [19, 1], [20, 1], [21, 2], [22, 7], [23, 5], [24, 1], [26, 2]]",26,16,4691120248970000,2011-07-25
34008600,Big Kandiyohi,NOP,"[[14, 2], [15, 1], [16, 2], [17, 3], [18, 3], [19, 2], [21, 2], [22, 2], [23, 1], [24, 1], [27, 4], [30, 1]]",30,14,118175,1998-07-06
34008600,Big Kandiyohi,WTS,"[[17, 2], [18, 1]]",18,17,118175,1998-07-06
34008600,Big Kandiyohi,CAP,"[[10, 9], [11, 7], [20, 2], [21, 1], [23, 2], [25, 2], [26, 4], [27, 7], [28, 7], [29, 2], [30, 3], [31, 1], [32, 1], [6, 4], [7, 4], [8, 2], [9, 5]]",32,6,118175,1998-07-06
34008600,Big Kandiyohi,BLB,"[[10, 3], [11, 2], [12, 3], [6, 1], [7, 2], [8, 11], [9, 21]]",12,6,118175,1998-07-06
34008600,Big Kandiyohi,YEP,"[[10, 9], [11, 3], [5, 1], [7, 2], [8, 23], [9, 21]]",11,5,118175,1998-07-06
34008600,Big Kandiyohi,CCF,"[[16, 1], [18, 1], [19, 1], [25, 2], [26, 1], [27, 3], [28, 1]]",28,16,118175,1998-07-06
34008600,Big Kandiyohi,SMB,"[[10, 3], [11, 1], [12, 2], [7, 1]]",12,7,118175,1998-07-06
34008600,Big Kandiyohi,BLC,"[[15, 1]]",15,15,118175,1998-07-06
34008600,Big Kandiyohi,WAE,"[[10, 1], [11, 10], [12, 50], [13, 29], [14, 22], [15, 27], [16, 15], [17, 10], [18, 6], [20, 1], [21, 2], [22, 1], [25, 2], [8, 6], [9, 10]]",25,8,118175,1998-07-06
34008600,Big Kandiyohi,BLG,"[[3, 1]]",3,3,118175,1998-07-06
34008600,Big Kandiyohi,WHC,"[[7, 1]]",7,7,118175,1998-07-06
34008600,Big Kandiyohi,WAE,"[[6, 11], [7, 2], [12, 1]]",12,6,17461931149530002,2019-10-03
34008600,Big Kandiyohi,WAE,"[[1, 2]]",1,1,17462122831436000,2021-08-16
34008600,Big Kandiyohi,BLG,"[[0, 1], [1, 14], [5, 1], [8, 1], [9, 2]]",9,1,118020,1994-07-11
34008600,Big Kandiyohi,WAE,"[[10, 8], [11, 3], [12, 6], [15, 4], [16, 3], [17, 9], [18, 2], [20, 2], [21, 1], [22, 2], [25, 1], [9, 1]]",25,9,118020,1994-07-11
34008600,Big Kandiyohi,BLC,"[[1, 9], [2, 1], [8, 1], [9, 3]]",9,1,118020,1994-07-11
34008600,Big Kandiyohi,YEB,"[[10, 1], [11, 1]]",11,10,118020,1994-07-11
34008600,Big Kandiyohi,CCF,"[[19, 1], [20, 2], [21, 7], [22, 6], [23, 5], [24, 4], [25, 5], [26, 4], [28, 2], [1, 11], [2, 2]]",28,1,118020,1994-07-11
34008600,Big Kandiyohi,LMB,"[[1, 1], [2, 2]]",2,1,118020,1994-07-11
34008600,Big Kandiyohi,BRB,"[[10, 1]]",10,10,118020,1994-07-11
34008600,Big Kandiyohi,YEP,"[[10, 14], [11, 3], [12, 1], [4, 2], [5, 9], [6, 1], [8, 5], [9, 32]]",12,4,118020,1994-07-11
34008600,Big Kandiyohi,CAP,"[[17, 2], [18, 1], [19, 16], [20, 21], [21, 27], [22, 19], [23, 3], [24, 3], [25, 4], [26, 12], [27, 8], [28, 4], [29, 5], [30, 4], [32, 1]]",32,17,118020,1994-07-11
34008600,Big Kandiyohi,WTS,"[[14, 1], [16, 2], [17, 5], [18, 6], [19, 2], [20, 2]]",20,14,118020,1994-07-11
34008600,Big Kandiyohi,BLB,"[[10, 2], [11, 2], [7, 1], [8, 3], [9, 10]]",11,7,118020,1994-07-11
34008600,Big Kandiyohi,NOP,"[[10, 1], [12, 3], [13, 4], [14, 2], [15, 1], [16, 3], [17, 2], [18, 2], [19, 4], [20, 3], [21, 1], [22, 3], [23, 2], [24, 1], [25, 3], [26, 1]]",26,10,118020,1994-07-11
34008600,Big Kandiyohi,CAP,"[[10, 10], [11, 25], [12, 9], [13, 6], [14, 3], [15, 2], [16, 1], [21, 1], [22, 2], [24, 2], [25, 2], [26, 2], [27, 1], [28, 2], [29, 3], [4, 1], [5, 1], [9, 2]]",29,4,118282,2002-08-05
34008600,Big Kandiyohi,WTS,"[[15, 1], [17, 3], [18, 1], [19, 3], [20, 2], [21, 1], [6, 1], [8, 2]]",21,6,118282,2002-08-05
34008600,Big Kandiyohi,BLB,"[[10, 23], [11, 2], [4, 1], [5, 10], [6, 33], [7, 130], [8, 154], [9, 161]]",11,4,118282,2002-08-05
34008600,Big Kandiyohi,NOP,"[[13, 1], [18, 3], [19, 2], [20, 3], [24, 1], [25, 1], [28, 1]]",28,13,118282,2002-08-05
34008600,Big Kandiyohi,BRB,"[[11, 1], [6, 1], [7, 1], [8, 4], [9, 10]]",11,6,118282,2002-08-05
34008600,Big Kandiyohi,OSS,"[[3, 2]]",3,3,118282,2002-08-05
34008600,Big Kandiyohi,YEP,"[[10, 14], [11, 7], [5, 23], [6, 46], [7, 44], [8, 10], [9, 48]]",11,5,118282,2002-08-05
34008600,Big Kandiyohi,BLC,"[[5, 1], [6, 7], [7, 1], [8, 1], [9, 1]]",9,5,118282,2002-08-05
34008600,Big Kandiyohi,YEB,"[[7, 1]]",7,7,118282,2002-08-05
34008600,Big Kandiyohi,SMB,"[[11, 1], [12, 1], [13, 1], [14, 8], [15, 3], [7, 1], [8, 2], [9, 1]]",15,7,118282,2002-08-05
34008600,Big Kandiyohi,CCF,"[[25, 4], [26, 1], [27, 1], [28, 1], [29, 1], [30, 2], [7, 1]]",30,7,118282,2002-08-05
34008600,Big Kandiyohi,BLG,"[[3, 1], [4, 12], [5, 4], [7, 1], [8, 5], [9, 1]]",9,3,118282,2002-08-05
34008600,Big Kandiyohi,WAE,"[[10, 9], [11, 6], [12, 16], [13, 31], [14, 28], [15, 25], [16, 16], [17, 6], [18, 4], [19, 9], [20, 3], [21, 4], [22, 2], [23, 1], [24, 3], [6, 17], [7, 89], [8, 35], [9, 14]]",24,6,118282,2002-08-05
34008600,Big Kandiyohi,WAE,"[[3, 1], [4, 15], [5, 7], [10, 2], [8, 2], [9, 4]]",10,3,12341525245310000,2015-09-08
34008600,Big Kandiyohi,BIB,"[[12, 4], [13, 4], [14, 16], [15, 2], [16, 5], [17, 4], [19, 2], [20, 2], [23, 4]]",23,12,12341618347046000,2016-07-18
34008600,Big Kandiyohi,YEP,"[[10, 51], [11, 6], [7, 2], [8, 5], [9, 28]]",11,7,12341618347046000,2016-07-18
34008600,Big Kandiyohi,BLB,"[[10, 147], [11, 45], [12, 16], [13, 2], [7, 1], [9, 21]]",13,7,12341618347046000,2016-07-18
34008600,Big Kandiyohi,CAP,"[[1, 1], [17, 1], [18, 2], [19, 1], [20, 9], [21, 16], [22, 9], [23, 3], [24, 5], [25, 17], [26, 12], [27, 30], [28, 8], [29, 6]]",29,1,12341618347046000,2016-07-18
34008600,Big Kandiyohi,WTS,"[[15, 1], [16, 3], [17, 6], [18, 1]]",18,15,12341618347046000,2016-07-18
34008600,Big Kandiyohi,NOP,"[[16, 1], [17, 1], [18, 5], [19, 1], [20, 2], [21, 2], [26, 1], [31, 1], [33, 1]]",33,16,12341618347046000,2016-07-18
34008600,Big Kandiyohi,BLG,"[[4, 3]]",4,4,12341618347046000,2016-07-18
34008600,Big Kandiyohi,WAE,"[[10, 8], [11, 17], [12, 14], [13, 14], [14, 7], [15, 5], [16, 1], [17, 1], [22, 3], [8, 5], [9, 3]]",22,8,12341618347046000,2016-07-18
34008600,Big Kandiyohi,BLC,"[[10, 19], [11, 3], [5, 3], [8, 31], [9, 38]]",11,5,12341618347046000,2016-07-18
34008600,Big Kandiyohi,CCF,"[[13, 4], [14, 7], [15, 5], [16, 1], [20, 1], [21, 2], [22, 3], [23, 9], [24, 6], [25, 1], [27, 3], [28, 4], [29, 1], [30, 1], [31, 1]]",31,13,12341618347046000,2016-07-18
34008600,Big Kandiyohi,SMB,"[[10, 1], [11, 4], [12, 1], [13, 1], [15, 3], [16, 4], [17, 3]]",17,10,12341618347046000,2016-07-18
