lake_id,lake_name,lake_county,nearest_town,lake_area,littoral_area,lake_depth,mean_depth,water_access_sites,lake_longitude,lake_latitude
16015700,Dick,Cook,Grand Marais,127.24,127.24,12.0,0.0,[],-90.49435,47.865244
16016700,Dislocation,Cook,Grand Marais,41.42,24.1,22.0,10.9,[],-90.440118,47.9646
16036300,Dogtrot,Cook,Lutsen,12.47,12.47,12.0,0.0,[],-90.761429,47.79308
16066600,Dollar,Cook,Sawbill Landing,82.24,82.24,6.0,0.0,[],-90.955832,47.822538
16020700,Dot,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.399024,48.016393
16068700,Duck,Cook,Forest Center,0.0,0.0,0.0,0.0,[],-90.920945,47.953702
16017700,Dugout,Cook,Maple Hill,26.75,26.75,8.0,0.0,[],-90.486501,47.940645
16011100,Duke,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.371512,47.906471
16023200,Duncan,Cook,Grand Marais,476.95,148.0,130.0,46.8,[],-90.466309,48.08066
16024500,Dunn,Cook,Grand Marais,101.11,43.2,60.0,0.0,[],-90.516665,48.08243
16063400,Dyers,Cook,Schroeder,68.87,58.54,23.0,0.0,[],-90.980658,47.528475
16028800,Eagle,Cook,Maple Hill,77.97,77.97,14.0,0.0,[],-90.590235,47.905491
16014600,East Bearskin,Cook,Grand Marais,593.29,146.0,66.0,0.0,['was01128'],-90.363372,48.042496
16041800,East Dawkins,Cook,Maple Hill,63.64,63.64,15.0,7.0,[],-90.729974,48.059727
16063600,East Fox,Cook,Tofte,21.28,16.0,18.0,0.0,[],-90.934365,47.708863
16058600,East Kerfoot,Cook,Prairie Portage,12.15,8.0,26.0,0.0,[],-90.781971,48.117387
16024600,East Otter,Cook,Maple Hill,44.41,44.41,15.0,0.0,[],-90.515611,48.07562
16031700,East Otto,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.599944,48.004565
16004200,East Pike,Cook,Hovland,554.06,124.0,40.0,0.0,[],-90.116968,48.079396
16038600,East Pipe,Cook,Lutsen,105.03,105.03,12.0,0.0,[],-90.691965,47.886139
16034200,East Pope,Cook,Grand Marais,35.53,19.0,28.0,0.0,[],-90.580803,48.068865
16014500,East Twin,Cook,Grand Marais,172.8,160.8,19.0,8.3,['was02984'],-90.39071,47.90578
16026600,Echo,Cook,Maple Hill,121.21,121.21,12.0,0.0,[],-90.6145,47.953605
16007800,Edith,Cook,Hovland,35.21,35.21,15.0,5.0,[],-90.13375,47.990614
16060400,Edith,Cook,Prairie Portage,10.24,0.0,44.0,0.0,[],-90.856754,48.070205
16014400,Eggers,Cook,Maple Hill,12.73,0.0,11.0,0.0,[],-90.383023,47.92047
16009600,Elbow,Cook,Grand Marais,408.33,408.33,9.0,0.0,['was01136'],-90.297749,47.859194
16080500,Elbow,Cook,Sawbill Landing,527.75,382.0,23.0,0.0,[],-91.013011,47.72945
16065800,Ella,Cook,Forest Center,0.0,0.0,0.0,0.0,[],-90.946298,47.869032
16072100,Elm,Cook,Tofte,109.21,0.0,77.0,0.0,[],-90.969055,48.039228
16002300,Esther,Cook,Hovland,77.5,35.0,35.0,16.0,['was01132'],-90.111131,47.980339
16059900,Everett,Cook,Prairie Portage,40.66,0.0,55.0,0.0,[],-90.876082,48.075642
16021200,Flag,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.460727,48.025521
16008400,Fan,Cook,Hovland,6.1,4.08,3.0,0.0,[],-90.140826,48.112521
16004000,Fault,Cook,Hovland,59.08,59.08,10.0,0.0,[],-90.129878,48.037789
16078300,Fay,Cook,Grand Marais,71.29,15.0,62.0,0.0,[],-90.911368,48.079146
16071600,Fern,Cook,Prairie Portage,71.79,17.0,65.0,0.0,[],-90.94981,48.057791
16064600,Finger,Cook,Tofte,203.85,203.85,14.0,0.0,['was01115'],-90.99312,47.720366
16035100,Finn,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.64963,48.024407
16049400,Flame,Cook,Lutsen,51.25,0.0,22.0,0.0,[],-90.840248,47.88782
16038500,Fleck,Cook,Lutsen,38.38,38.38,5.0,0.0,[],-90.760175,47.809431
16014700,Flour,Cook,Grand Marais,330.13,115.0,75.0,0.0,['was01127'],-90.385966,48.051661
16063900,Four Mile,Cook,Tofte,592.95,580.0,19.5,0.0,['was01147'],-90.969476,47.690798
16063700,Fox,Cook,Tofte,33.59,33.59,5.0,0.0,[],-90.944282,47.708709
16080600,Frear,Cook,Sawbill Landing,316.89,202.0,17.0,0.0,[],-91.015264,47.749964
16069200,Frederick,Cook,Forest Center,0.0,0.0,0.0,0.0,[],-90.928263,47.938706
16075500,French,Cook,Grand Marais,120.79,17.0,130.0,0.0,[],-90.946472,48.06585
16057100,Frost,Cook,Tofte,283.91,62.0,88.0,0.0,[],-90.817362,47.991745
16081100,Gabimichigami,Cook,Tofte,1186.16,144.0,209.0,0.0,[],-91.020957,48.06366
16006000,Gadwell,Cook,Grand Marais,20.33,8.0,52.0,0.0,[],-90.166933,48.057295
16031900,Gaskin,Cook,Maple Hill,371.88,104.0,82.0,0.0,[],-90.548571,48.002875
16075300,Gillis,Cook,Grand Marais,615.87,88.0,180.0,16.0,[],-90.930173,48.055486
16078200,Glee,Cook,Prairie Portage,48.3,48.3,8.0,0.0,[],-90.912962,48.083763
16020900,Glenn,Cook,Maple Hill,23.25,23.25,12.0,0.0,[],-90.409854,48.019227
16017200,Globe,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.506986,47.973172
16061700,Gneiss,Cook,Grand Marais,226.65,78.5,70.0,26.6,[],-90.80376,48.178025
16008700,Gogebic,Cook,Grand Marais,62.47,0.0,61.0,0.0,[],-90.244523,48.078103
16056900,Gordon,Cook,Grand Marais,134.6,63.3,95.0,0.0,[],-90.791522,47.989039
16065700,Grace,Cook,Forest Center,432.9,297.0,16.0,0.0,[],-90.966052,47.871107
16079800,Grandpa,Cook,Schroeder,124.84,58.0,55.0,0.0,[],-90.931124,48.164007
16058000,Granite,Cook,Prairie Portage,306.29,0.0,45.0,0.0,[],-90.766307,48.153682
16062800,Green,Cook,Tofte,39.54,7.0,75.0,0.0,[],-90.900081,48.070084
16007700,Greenwood,Cook,Grand Marais,2042.66,537.0,112.0,0.0,['was02746'],-90.174587,47.999367
16063100,Gulf,Cook,Prairie Portage,0.0,0.0,0.0,0.0,[],-90.902634,48.177475
16063200,Gull,Cook,Grand Marais,167.88,109.0,40.0,0.0,['was01124'],-90.899123,48.163415
16080300,Gump,Cook,Prairie Portage,0.0,0.0,0.0,0.0,[],-90.917527,48.160438
16035600,Gunflint,Cook,Grand Marais,4009.12,674.0,200.0,0.0,['was02490'],-90.695934,48.098299
16038000,Gust,Cook,Grand Marais,143.05,143.05,6.0,0.0,[],-90.683592,47.861247
16060800,Ham,Cook,Grand Marais,119.19,48.9,40.0,0.0,[],-90.806086,48.067294
16023800,Hand,Cook,Grand Marais,80.45,69.5,22.0,0.0,[],-90.512468,47.900655
16052200,Handle,Cook,Lutsen,14.39,14.39,7.0,0.0,[],-90.888735,47.911875
16021900,Helen,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.460419,48.007048
16031400,Henson,Cook,Grand Marais,111.16,91.7,40.0,0.0,[],-90.600468,48.010119
16037700,Hilly,Cook,Lutsen,27.1,0.0,23.0,0.0,[],-90.724968,47.867788
16033400,Hoat,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.53222,48.077666
16065300,Hog,Cook,Tofte,127.92,128.0,7.0,5.0,[],-90.963278,47.781252
16036600,Holly,Cook,Lutsen,75.94,75.94,6.0,0.0,['was02488'],-90.696395,47.777694
16040600,Homer,Cook,Lutsen,433.97,400.0,22.0,0.0,['was01135'],-90.68495,47.903021
16060100,Honker,Cook,Prairie Portage,49.59,33.0,34.0,0.0,[],-90.891031,48.087982
16024100,Horseshoe,Cook,Maple Hill,188.43,186.6,26.0,0.0,[],-90.495233,48.009462
16078900,Howard,Cook,Tofte,165.7,38.4,125.0,0.0,[],-90.984286,48.077034
16074800,Hub,Cook,Schroeder,0.0,0.0,0.0,0.0,[],-90.945154,47.983305
16067400,Hug,Cook,Forest Center,0.0,0.0,0.0,0.0,[],-90.92805,47.958405
16022700,Hungry Jack,Cook,Grand Marais,474.29,187.0,71.0,0.0,['was02479'],-90.435691,48.058296
16046700,Iowa,Cook,Lutsen,29.9,29.9,13.0,0.0,[],-90.7726,47.799173
16032800,Iron,Cook,Grand Marais,122.27,73.0,19.0,0.0,['was01126'],-90.601518,48.065141
16011600,Ivory,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.313453,48.058395
16052100,Jack,Cook,Lutsen,112.61,112.61,10.0,5.0,[],-90.794927,47.899579
16022200,Jackal,Cook,Maple Hill,30.97,22.0,26.0,0.0,[],-90.463643,47.993993
16001200,Jackson,Cook,Hovland,18.59,18.59,3.5,0.0,[],-89.903745,47.928916
16062600,Paulson,Cook,Grand Marais,121.12,0.0,60.0,0.0,[],-90.907736,48.098982
16076800,Jasper,Cook,Grand Marais,245.78,86.0,125.0,31.0,[],-91.013201,48.111024
16051600,Java,Cook,Lutsen,0.0,0.0,0.0,0.0,[],-90.874504,47.930755
16013500,Jim,Cook,Grand Marais,59.23,31.8,26.0,0.0,['was02093'],-90.290732,48.002007
16076300,Jimmy,Cook,Grand Marais,30.42,30.42,5.0,0.0,[],-90.906833,48.109857
16038100,Jock Mock,Cook,Lutsen,20.31,0.0,20.0,0.0,[],-90.66596,47.859582
16003500,John,Cook,Hovland,190.88,168.0,20.0,0.0,[],-90.061385,48.068365
16015900,Junco,Cook,Maple Hill,40.72,40.72,5.0,3.0,['was02091'],-90.402553,47.860871
16040200,Juno,Cook,Lutsen,216.09,202.1,23.0,8.0,[],-90.715369,47.921748
16045100,Trip,Cook,Lutsen,11.15,10.5,19.0,0.0,[],-90.740999,48.068269
16046100,Karl,Cook,Grand Marais,121.12,70.0,70.0,0.0,[],-90.768144,48.018641
16047600,Kelly,Cook,Tofte,173.34,173.34,13.0,4.0,[],-90.810619,47.87411
16070600,Kelso,Cook,Forest Center,132.65,95.0,16.0,10.0,[],-90.905539,47.903921
16018800,Kemo,Cook,Grand Marais,189.08,16.2,65.0,0.0,[],-90.43198,47.901836
16004500,Kimball,Cook,Grand Marais,76.76,75.0,16.0,9.1,['was02094'],-90.23052,47.861924
16008100,Kindle,Cook,Grand Marais,18.16,18.16,3.0,0.0,[],-90.248207,47.984751
16081200,Kingfisher,Cook,Prairie Portage,37.44,0.0,42.0,0.0,[],-91.030946,48.116445
16037800,Kinogami,Cook,Lutsen,110.92,0.0,30.0,0.0,[],-90.720432,47.8586
16006600,Kiowa,Cook,Maple Hill,30.62,0.0,29.0,0.0,[],-90.229744,48.038161
16042800,Kiskadinna,Cook,Grand Marais,121.31,0.0,40.0,0.0,[],-90.682152,48.006795
16080700,Knight,Cook,Tofte,94.13,94.13,6.0,0.0,[],-91.017482,47.874833
16012300,Kraut,Cook,Grand Marais,20.48,16.0,20.0,0.0,[],-90.288175,48.021606
16016800,Kroft,Cook,Maple Hill,23.84,23.84,12.0,0.0,[],-90.45719,47.963738
16023600,Lac,Cook,Maple Hill,60.75,44.0,20.0,7.0,[],-90.508831,47.95324
16020100,Lace,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.468114,48.03933
16019500,Lantern,Cook,Maple Hill,12.07,8.5,30.0,0.0,[],-90.499185,47.975945
16058200,Larch,Cook,Grand Marais,131.63,131.63,14.0,4.0,['was00569'],-90.816447,48.133245
16080100,Larry,Cook,Prairie Portage,7.0,7.0,4.0,0.0,[],-90.936856,48.156115
16019800,Leo,Cook,Grand Marais,102.4,38.0,28.0,16.7,['was02969'],-90.475392,48.055419
16038200,Lichen,Cook,Lutsen,253.02,245.7,17.0,0.0,['was00568'],-90.722531,47.842932
16040000,Lily,Cook,Maple Hill,18.81,0.0,51.0,0.0,[],-90.649891,47.954713
16022600,Lima,Cook,Grand Marais,11.09,7.0,25.0,0.0,[],-90.419539,47.982419
16014200,Little Caribou,Cook,Grand Marais,52.8,49.0,18.0,9.0,[],-90.263585,48.068315
16034700,Little Cascade,Cook,Lutsen,262.44,262.44,9.0,0.0,[],-90.649865,47.852665
16033000,Little Gunflint,Cook,Maple Hill,111.01,94.0,16.0,0.0,[],-90.604268,48.115213
16035500,Little Iron,Cook,Grand Marais,115.16,78.0,18.0,0.0,['was00562'],-90.644138,48.065276
16013400,Little Jim,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.282938,48.002015
16002600,Little John,Cook,Hovland,39.53,39.53,8.0,0.0,['was00930'],-90.052938,48.058292
16033900,Little Mayhew,Cook,Grand Marais,34.35,11.1,31.0,0.0,[],-90.624006,48.078613
16032900,Little North,Cook,Maple Hill,98.26,84.0,23.0,10.0,[],-90.581517,48.12285
16030100,Little Rush,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.587811,48.045914
16080900,Little Saganaga,Cook,Tofte,1627.28,428.0,150.0,0.0,[],-90.997847,48.033817
16065100,Little Snow,Cook,Tofte,30.79,31.0,11.0,0.0,[],-90.985533,47.781086
16017000,Little Trout,Cook,Grand Marais,126.62,48.4,56.0,0.0,[],-90.48114,47.967378
16019900,Lizz,Cook,Grand Marais,23.2,21.0,30.0,8.3,[],-90.50582,48.03386
16014900,Locket,Cook,Maple Hill,16.93,16.93,15.0,4.0,[],-90.382023,48.001058
16003100,Loft,Cook,Hovland,14.21,9.0,48.0,0.0,[],-90.069069,48.011786
16003800,Long,Cook,Hovland,147.76,98.0,24.0,13.0,[],-90.145593,48.049178
16045000,Extortion,Cook,Grand Marais,16.34,16.0,36.0,0.0,[],-90.755243,48.066931
16046000,Long Island,Cook,Grand Marais,883.53,310.2,85.0,0.0,[],-90.758217,48.010423
16044800,Loon,Cook,Grand Marais,1095.49,137.4,202.0,0.0,['was02096'],-90.692132,48.077911
16002200,Lost,Cook,Hovland,76.42,76.42,10.0,0.0,[],-90.091324,47.900042
38000300,Lost,Lake,Schroeder,82.32,81.5,16.0,0.0,[],-91.026159,47.73452
16039300,Lower Cone,Cook,Maple Hill,69.94,58.0,21.0,0.0,[],-90.687548,47.960673
16054600,Lower George,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.777322,48.030039
16017500,Bower Trout,Cook,Maple Hill,133.06,133.06,6.0,3.0,['was01133'],-90.451868,47.942605
16030300,Lum,Cook,Maple Hill,29.35,23.0,17.0,0.0,[],-90.583071,48.041132
16022300,Lux,Cook,Maple Hill,48.35,41.0,21.0,0.0,[],-90.457519,47.990302
16046300,Magnetic,Cook,Maple Hill,446.75,95.0,90.0,0.0,[],-90.770578,48.10776
16047300,Manymoon,Cook,Lutsen,24.23,24.23,6.5,0.0,[],-90.779005,47.774987
16061000,Marabaeuf,Cook,Grand Marais,859.58,0.0,55.0,0.0,[],-90.832533,48.193294
16025000,Mark,Cook,Grand Marais,126.08,126.08,5.0,0.0,[],-90.599222,47.786594
16004800,Marsh,Cook,Covill,16.8,16.8,5.0,0.0,[],-90.188644,47.871688
16048800,Marsh,Cook,Tofte,66.46,66.46,13.0,0.0,['was02092'],0.0,0.0
16017600,Marshall,Cook,Maple Hill,56.26,50.0,16.0,6.0,[],-90.473638,47.938855
16034000,Mash,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.63456,48.070563
16052800,Mavis,Cook,Grand Marais,9.26,3.4,55.0,0.0,[],-90.837145,48.060689
16033700,Mayhew,Cook,Grand Marais,220.9,33.5,84.0,32.5,['was00570'],-90.591693,48.078131
16023500,McDonald,Cook,Grand Marais,85.7,85.7,8.0,0.0,['was00567'],-90.524529,47.862656
16002700,McFarland,Cook,Hovland,385.77,203.0,49.0,0.0,['was00929'],-90.07854,48.053579
16058300,Meditation,Cook,Tofte,28.21,12.1,31.0,14.8,[],-90.880499,48.132282
16030700,Meeds,Cook,Grand Marais,350.92,142.0,41.0,0.0,[],-90.553001,48.029619
16010700,Merganser,Cook,Maple Hill,22.33,22.33,3.0,0.0,[],-90.259252,47.916339
16067300,Mesaba,Cook,Tofte,213.13,85.0,65.0,24.4,[],-90.950016,47.968706
16039100,Mid Cone,Cook,Lutsen,70.71,37.0,30.0,15.0,[],-90.68529,47.967152
16048400,Midget,Cook,Lutsen,21.92,0.0,25.0,0.0,[],-90.771885,47.850072
16059700,Mine,Cook,Grand Marais,34.28,0.0,30.0,0.0,[],-90.867302,48.084605
16004600,Mink,Cook,Grand Marais,57.18,57.18,15.0,10.3,['was00572'],-90.223841,47.867527
16030200,Misplaced,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.582983,48.036886
16022500,Misquah,Cook,Grand Marais,51.98,15.0,60.0,0.0,[],-90.483338,47.981785
16052900,Missing Link,Cook,Grand Marais,37.34,25.0,25.0,12.4,[],-90.845725,48.057903
16047400,Missouri,Cook,Lutsen,24.25,24.25,4.0,3.0,[],-90.77812,47.761752
16036800,Mistletoe,Cook,Lutsen,145.06,145.06,6.0,0.0,[],-90.700296,47.769656
16019300,Mit,Cook,Grand Marais,87.21,53.8,40.0,0.0,[],-90.458701,47.899103
16009400,Monker,Cook,Grand Marais,92.84,92.84,7.0,0.0,[],-90.370236,47.801607
16011700,Moon,Cook,Grand Marais,148.03,82.4,30.0,0.0,[],-90.333836,48.058422
16048900,Moore,Cook,Lutsen,61.49,61.49,8.0,3.0,['was00565'],-90.78979,47.834086
16004300,Moose,Cook,Hovland,1026.38,145.8,113.0,52.2,[],-90.086311,48.101341
16001500,Moosehorn,Cook,Hovland,66.36,66.36,9.0,0.0,['was02144'],-90.001323,47.89813
16073200,Mora,Cook,Tofte,210.32,0.0,40.0,0.0,[],-90.942222,48.021182
16022000,Morgan,Cook,Maple Hill,84.13,40.0,46.0,0.0,[],-90.441888,47.993315
16060900,Morris,Cook,Grand Marais,60.84,39.0,22.0,0.0,[],-90.860167,48.203068
16018900,Moses,Cook,Maple Hill,29.86,29.86,4.0,0.0,[],-90.442959,47.903196
16023400,Moss,Cook,Grand Marais,253.89,64.0,86.0,41.9,[],-90.480323,48.067041
16009300,Mountain,Cook,Grand Marais,1992.66,497.0,210.0,0.0,[],-90.223295,48.103669
16088600,Mucker,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.529139,48.085385
16010500,Muckwa,Cook,Grand Marais,48.77,29.0,25.0,0.0,[],-90.332463,47.919273
16038900,Mulligan,Cook,Lutsen,25.95,12.0,62.0,0.0,[],-90.650415,47.960737
16010600,Muma,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.324811,47.918017
16010900,Mush,Cook,Maple Hill,27.68,27.0,16.0,0.0,[],-90.328689,47.91135
16042700,Muskeg,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.718357,48.008307
16010400,Musquash,Cook,Grand Marais,130.79,66.3,26.0,0.0,[],-90.342127,47.91449
16021400,Night Hawk,Cook,Maple Hill,19.88,19.88,11.0,0.0,[],-90.453823,48.018884
16033100,North,Cook,Grand Marais,2349.26,485.0,125.0,0.0,[],-90.578159,48.110455
16003600,North Fowl,Cook,Hovland,1040.49,950.16,10.0,6.0,[],-90.024912,48.076265
16058500,North Kerfoot,Cook,Prairie Portage,0.0,0.0,0.0,0.0,[],-90.783814,48.120226
16007600,North Shady,Cook,Grand Marais,33.19,26.0,20.0,9.2,[],-90.186472,48.01422
16045600,North Temperance,Cook,Lutsen,185.16,84.0,50.0,17.0,[],-90.777665,47.949306
16080400,North Wigwam,Cook,Sawbill Landing,0.0,0.0,0.0,0.0,[],-91.021062,47.701099
16008900,Northern Light,Cook,Grand Marais,378.1,378.1,7.5,0.0,[],-90.238608,47.903946
16002400,Olga,Cook,Hovland,13.22,0.0,45.0,0.0,[],-90.121232,47.975991
16015800,Olson,Cook,Grand Marais,33.64,33.6,18.0,5.9,[],-90.456577,47.862064
16035300,Omega,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.644622,48.008545
16029800,One Island,Cook,Maple Hill,23.77,18.0,25.0,0.0,[],-90.589174,48.050519
16013100,Onion,Cook,Maple Hill,35.12,35.12,4.0,0.0,[],-90.287248,48.010377
16019000,Osprey,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.470405,47.90439
16003200,Otter,Cook,Hovland,75.0,75.0,11.0,0.0,['was02090'],-90.003774,47.991155
16072600,Owl,Cook,Tofte,76.82,30.0,70.0,0.0,[],-90.908957,48.039977
16011300,Paddle,Cook,Maple Hill,17.05,16.0,16.0,0.0,[],-90.282154,48.053026
16049300,Pagoda,Cook,Lutsen,10.51,10.51,7.0,0.0,[],-90.812104,47.823643
16005700,Paine,Cook,Covill,16.48,16.48,2.0,0.0,[],-90.131236,47.93468
16047500,Pancore,Cook,Tofte,31.34,17.5,38.0,13.5,[],-90.826205,47.747301
16012000,Parsnip,Cook,Maple Hill,20.26,20.0,25.0,0.0,[],-90.258886,48.028955
16023300,Partridge,Cook,Grand Marais,118.19,23.0,80.0,35.0,[],-90.488795,48.084964
16013300,Peanut,Cook,Grand Marais,9.17,9.17,11.0,0.0,[],-90.265735,48.008122
16008500,Pemmican,Cook,Grand Marais,27.65,5.0,51.0,0.0,[],-90.172296,48.104213
16016300,Pendant,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.395005,47.808131
16075700,Peter,Cook,Tofte,281.98,70.0,120.0,0.0,[],-90.97829,48.064196
16047800,Peterson,Cook,Tofte,94.36,94.36,15.0,8.8,[],-90.822819,47.854363
16035200,Phalanx,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.638034,48.019123
16080800,Phoebe,Cook,Forest Center,610.01,388.0,25.0,10.0,[],-91.010321,47.857832
16009700,Pickerel,Cook,Grand Marais,41.04,41.04,13.0,5.0,[],-90.276487,47.869639
16069300,Pie,Cook,Forest Center,0.0,0.0,0.0,0.0,[],-90.935445,47.932352
16009100,Pierz,Cook,Grand Marais,89.4,51.0,28.0,12.6,[],-90.25174,48.045215
16025200,Pike,Cook,Grand Marais,814.43,218.0,45.0,0.0,['was00921'],-90.595906,47.765592
16031800,Pillsbery,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.572289,48.01605
16004100,Pine,Cook,Hovland,2122.27,366.0,113.0,0.0,[],-90.174783,48.062402
16019400,Pine,Cook,Grand Marais,97.72,43.7,34.0,14.7,['was00571'],-90.408084,47.895182
16010800,Pine Mountain,Cook,Grand Marais,106.3,68.0,30.0,11.6,[],-90.29461,47.901201
16037500,Pipe,Cook,Lutsen,284.66,156.0,33.0,0.0,[],-90.720383,47.883212
16015500,Pit,Cook,Grand Marais,26.22,24.0,17.0,8.0,[],-90.438875,47.883189
16016200,Pocket,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.408986,47.805465
16023900,Poplar,Cook,Grand Marais,764.0,290.0,73.0,0.0,['was01907'],-90.509282,48.046843
16032700,Portage,Cook,Grand Marais,128.12,77.0,55.0,17.8,[],-90.586716,48.061268
16007500,Potato,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.226459,48.014794
16075600,Powell,Cook,Tofte,51.15,21.6,75.0,0.0,[],-90.961378,48.061487
16001800,Powers,Cook,Hovland,0.0,0.0,0.0,0.0,[],-90.075274,47.972354
16061500,Prayer,Cook,Prairie Portage,42.29,0.0,19.0,0.0,[],-90.852932,48.18539
16001300,Prout,Cook,Red Rock,30.38,30.38,5.0,0.0,[],-89.908631,47.979795
16030800,Prune,Cook,Grand Marais,9.26,8.3,21.0,0.0,[],-90.517937,48.039512
16005400,Puddle,Cook,Covill,0.0,0.0,0.0,0.0,[],-90.185192,47.958615
16021000,Quiver,Cook,Grand Marais,15.41,13.0,25.0,0.0,[],-90.431839,48.026026
16017400,Ram,Cook,Grand Marais,68.3,28.1,40.0,0.0,['was00119'],-90.449463,47.958241
16022900,Rat,Cook,Maple Hill,32.1,32.1,5.0,0.0,[],-90.499128,48.099659
16072000,Rattle,Cook,Grand Marais,42.71,28.0,30.0,0.0,[],-91.003763,48.054097
16076900,Ray,Cook,Schroeder,59.65,0.0,84.0,0.0,[],-91.003863,48.104288
16079300,Red Rock,Cook,Tofte,450.9,146.0,64.0,0.0,[],-90.976088,48.159571
16005800,Redcoat,Cook,Covill,0.0,0.0,0.0,0.0,[],-90.181399,47.939906
16065200,Retreat,Cook,Sawbill Landing,15.57,15.57,11.0,0.0,[],-90.980273,47.776376
16061200,Reward,Cook,Prairie Portage,19.41,19.41,14.0,0.0,[],-90.852609,48.194493
16054400,Rib,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.784462,48.040145
16045300,Rice,Cook,Lutsen,222.52,222.52,10.0,0.0,[],-90.780528,47.782576
16064300,Richey,Cook,Tofte,104.33,101.27,6.0,0.0,[],-90.989695,47.668485
16020000,Road,Cook,Grand Marais,12.45,12.45,15.0,0.0,[],-90.473407,48.045159
16053400,Rock,Cook,Prairie Portage,0.0,0.0,0.0,0.0,[],-90.8851,48.055755
16011500,Rocky,Cook,Maple Hill,75.71,0.0,35.0,0.0,[],-90.297278,48.055814
16076500,Rog,Cook,Tofte,53.73,21.0,40.0,20.6,[],-90.983423,48.115356
16063000,Romance,Cook,Prairie Portage,0.0,0.0,0.0,0.0,[],-90.905133,48.186395
16060500,Ron,Cook,Prairie Portage,10.9,0.0,20.0,0.0,[],-90.850823,48.071616
16023000,Rose,Cook,Maple Hill,1410.19,408.0,90.0,0.0,[],-90.446859,48.100695
16060600,Round,Cook,Grand Marais,154.48,72.2,45.0,0.0,['was00116'],-90.837964,48.07037
16013700,Rove,Cook,Maple Hill,74.24,52.3,30.0,0.0,[],-90.356142,48.095182
16079700,Roy,Cook,Prairie Portage,58.39,0.0,45.0,0.0,[],-90.925744,48.177615
16011800,Ruby,Cook,Maple Hill,14.56,14.56,10.0,0.0,[],-90.376704,48.04786
16014800,Rudy,Cook,Maple Hill,40.97,40.97,15.0,0.0,[],-90.388457,48.047362
16016900,Rum,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],-90.468364,47.961659
16029900,Rush,Cook,Maple Hill,261.01,137.0,54.0,0.0,[],-90.617083,48.043869
16063300,Saganaga,Cook,Grand Marais,18766.52,0.0,280.0,0.0,"['was01904', 'was00122']",-90.915899,48.242999
16049600,Sawbill,Cook,Tofte,833.89,445.0,45.0,0.0,['was00245'],-90.875384,47.890466
16004700,Scabbard,Cook,Covill,11.21,11.21,12.0,0.0,[],-90.209153,47.864636
16062900,Sea Gull,Cook,Grand Marais,3957.73,927.0,145.0,36.0,"['was01905', 'was00114']",-90.924167,48.133669
16005500,Section Ten,Cook,Covill,0.0,0.0,0.0,0.0,[],-90.171311,47.954606
16061100,Shadow,Cook,Prairie Portage,13.25,0.0,23.0,0.0,[],-90.844051,48.19226
16008000,Shoe,Cook,Grand Marais,25.78,25.3,17.0,0.0,['was00112'],-90.244315,48.003577
16020800,Shoko,Cook,Grand Marais,45.22,41.0,25.0,0.0,[],-90.420627,48.025685
16025800,Shrike,Cook,Maple Hill,26.73,26.73,11.0,0.0,[],-90.568804,47.892868
16017800,Skidway,Cook,Maple Hill,17.85,17.85,8.0,0.0,[],-90.496638,47.943727
16030400,Skipper,Cook,Maple Hill,106.53,40.0,30.0,0.0,[],-90.568408,48.046207
16051400,Skoop,Cook,Lutsen,0.0,0.0,0.0,0.0,[],-90.843935,47.940011
16036200,Slip,Cook,Lutsen,20.17,20.07,18.0,0.0,[],-90.760724,47.796125
16017100,Slough,Cook,Maple Hill,0.0,0.0,0.0,0.0,[],0.0,0.0
16049500,Smoke,Cook,Lutsen,0.0,0.0,0.0,0.0,[],-90.857948,47.889851
16052700,Snipe,Cook,Lutsen,114.5,88.0,90.0,0.0,[],-90.823197,48.051936
