Lake ID,Lake Name,Lake County,Nearest Town,Lake Coordinates,Lake Area,Littoral Area,Lake Depth,Mean Depth,Water Access Sites
31059000,Beaver,Itasca,Suomi,"[-93.659227, 47.4466]",60.39,42.0,30.0,0.0,[]
31063800,Beaver,Itasca,Marcell,"[-93.657324, 47.474807]",0.0,0.0,0.0,0.0,[]
31044300,Bee Cee,Itasca,Grand Rapids,"[-93.531067, 47.474087]",29.32,18.0,33.0,11.0,[]
31072600,Bello,Itasca,Marcell,"[-93.720813, 47.667035]",527.41,251.0,58.0,0.0,['was01938']
31001700,Bengal,Itasca,Bengal,"[-93.070371, 47.272804]",48.8,12.0,54.0,0.0,[]
31092000,Bergville,Itasca,Bergville,"[-94.266208, 47.783105]",0.0,0.0,0.0,0.0,[]
31068600,Bevo,Itasca,Marcell,"[-93.631165, 47.632]",63.68,32.0,40.0,0.0,[]
31086200,Biauswah,Itasca,Max,"[-94.120529, 47.548382]",0.0,0.0,0.0,0.0,[]
31022300,Big Diamond,Itasca,Holman,"[-93.347206, 47.326734]",155.83,61.0,31.0,0.0,[]
31065600,Big Dick,Itasca,Marcell,"[-93.60994, 47.609771]",259.53,152.0,20.0,0.0,['was02730']
31059800,Big Horn,Itasca,Suomi,"[-93.62482, 47.439418]",37.58,22.0,23.0,0.0,[]
31067100,Big Island,Itasca,Marcell,"[-93.595544, 47.569999]",242.65,202.0,42.0,0.0,['was01815']
31062700,Big Jack,Itasca,Alder,"[-93.60718, 47.526625]",25.51,0.0,46.0,0.0,[]
31012000,Big McCarthy,Itasca,Cooley,"[-93.263477, 47.409999]",104.49,41.0,45.0,0.0,['was01935']
31067000,Big Ole,Itasca,Marcell,"[-93.615652, 47.569705]",216.95,84.0,65.0,0.0,['was02718']
31040800,Big Rainbarrel,Itasca,Taconite,"[-93.463221, 47.37931]",21.34,16.0,44.0,0.0,[]
31076800,Big Rose,Itasca,Talmoon,"[-93.763154, 47.679337]",72.99,60.0,25.0,0.0,[]
31012400,Big Sucker,Itasca,Nashwauk,"[-93.262076, 47.385044]",258.62,138.0,36.0,20.0,['was00434']
31079300,Big Too Much,Itasca,Talmoon,"[-93.787134, 47.645474]",291.96,56.0,95.0,0.0,['was02945']
31083400,Bird's Eye,Itasca,Max,"[-93.981896, 47.606657]",80.08,45.5,50.0,0.0,[]
31041600,Black Island,Itasca,Alder,"[-93.531983, 47.52666]",117.1,72.0,59.0,0.0,[]
31021000,Blackberry,Itasca,Blackberry,"[-93.395135, 47.205372]",0.0,0.0,0.0,0.0,[]
31056100,Blackwater,Itasca,Cohasset,"[0, 0]",600.53,629.17,72.0,0.0,[]
31048400,Blandin,Itasca,Marcell,"[-93.465392, 47.574246]",105.39,0.0,20.0,0.0,[]
31053300,Blandin,Itasca,Grand Rapids,"[-93.558256, 47.237664]",490.4,366.0,38.0,0.0,[]
31041800,Blind,Itasca,Alder,"[-93.546901, 47.533308]",42.88,0.0,106.0,0.0,[]
31028500,Blind Pete,Itasca,Togo,"[-93.378781, 47.706367]",69.24,56.0,20.0,0.0,[]
31051500,Bloom,Itasca,Marcell,"[-93.494079, 47.643225]",0.0,0.0,0.0,0.0,[]
31026500,Bluebill,Itasca,Marcell,"[-93.406567, 47.610665]",147.58,147.58,14.0,0.0,['was01800']
31039500,Bluewater,Itasca,Grand Rapids,"[-93.553737, 47.42033]",364.22,72.0,120.0,0.0,[]
31078000,Boggy,Itasca,Talmoon,"[-93.771314, 47.644006]",0.0,0.0,0.0,0.0,[]
31040300,Bosley,Itasca,Canisteo,"[-93.566701, 47.394493]",0.0,0.0,0.0,0.0,[]
31005200,Bower,Itasca,Nashwauk,"[-93.139628, 47.591596]",93.09,39.0,35.0,20.0,['was01158']
31081300,Bowstring,Itasca,Deer River,"[-93.916276, 47.535985]",9528.17,4736.0,32.0,0.0,"['was01913', 'was02724', 'was01924']"
31062300,Boy,Itasca,Alder,"[-93.665437, 47.522059]",42.87,10.0,42.0,0.0,[]
31014700,Bray,Itasca,Nashwauk,"[-93.283704, 47.46357]",177.2,75.0,44.0,0.0,[]
31051400,Brush Shanty,Itasca,Bigfork,"[-93.466169, 47.650099]",149.18,50.0,35.0,0.0,[]
31006900,Buck,Itasca,Nashwauk,"[-93.186607, 47.53756]",495.07,180.0,31.0,0.0,['was02713']
31027200,Buckman,Itasca,Marcell,"[-93.408869, 47.573269]",0.0,0.0,0.0,0.0,[]
31065400,Burns,Itasca,Marcell,"[-93.605488, 47.622017]",181.29,78.0,100.0,40.0,['was01816']
31042400,Burnt Shanty,Itasca,Marcell,"[-93.52202, 47.513354]",198.41,127.0,35.0,15.0,['was02716']
31041300,Burrows,Itasca,Marcell,"[-93.488568, 47.527912]",305.56,227.0,38.0,0.0,['was01811']
31071300,Bustic,Itasca,Bigfork,"[-93.66998, 47.734201]",84.01,35.0,35.0,0.0,[]
31053000,Busties,Itasca,Craigville,"[-93.49802, 47.858614]",245.14,71.0,44.0,0.0,['was02714']
31061900,Butterfinger,Itasca,Alder,"[-93.625161, 47.529211]",0.0,0.0,0.0,0.0,[]
31017500,Buttonbox,Itasca,Togo,"[-93.292663, 47.853828]",81.42,68.0,18.0,0.0,['was00957']
31054400,Cameron,Itasca,Marcell,"[-93.573536, 47.654393]",63.82,0.0,35.0,0.0,['was01813']
31062000,Caribou,Itasca,Marcell,"[-93.639976, 47.526938]",246.5,45.0,152.0,0.0,['was01818']
31036600,Carlson,Itasca,Grand Rapids,"[-93.547105, 47.119948]",188.07,188.06,7.0,0.0,[]
31064100,Carpenter,Itasca,Suomi,"[-93.701543, 47.461481]",38.55,0.0,52.0,0.0,['was02720']
31057201,Cavanaugh,Itasca,Cohasset,"[-93.619109, 47.218981]",55.24,44.0,48.0,0.0,[]
31068800,Cedar,Itasca,Bigfork,"[-93.57957, 47.710464]",0.0,0.0,0.0,0.0,[]
31082900,Cedar,Itasca,Oslund,"[-93.974653, 47.640472]",177.93,35.0,45.0,0.0,[]
31053700,Charlotte,Itasca,Cohasset,"[-93.581531, 47.385626]",37.93,37.93,30.0,0.0,[]
31074900,Chase,Itasca,Deer River,"[-93.738791, 47.366687]",211.34,68.0,95.0,0.0,[]
31064700,Circle,Itasca,Suomi,"[-93.617807, 47.462677]",0.0,0.0,0.0,0.0,[]
31057800,Clarke,Itasca,Cohasset,"[-93.640711, 47.360279]",35.09,27.0,34.0,0.0,[]
31084500,Clear,Itasca,Wirt,"[-93.970325, 47.752357]",140.4,51.0,30.0,0.0,['was01912']
31021400,Clearwater,Itasca,Blackberry,"[-93.380113, 47.207118]",131.59,125.0,16.0,0.0,[]
31040200,Clearwater,Itasca,Taconite,"[-93.473211, 47.393395]",76.12,42.5,38.0,0.0,['was01933']
31054000,Clubhouse,Itasca,Marcell,"[-93.570154, 47.604203]",265.3,88.0,103.0,35.0,['was01817']
31088300,Coddington,Itasca,Dora Lake,"[-94.082158, 47.760495]",0.0,0.0,0.0,0.0,[]
31071000,Connors,Itasca,Bigfork,"[-93.634745, 47.778301]",141.76,41.0,68.0,0.0,[]
31031800,Coon,Itasca,Bigfork,"[-93.415383, 47.746727]",344.77,194.0,30.0,0.0,[]
31052400,Coon-Sandwick,Itasca,Bigfork,"[-93.5624, 47.715831]",593.57,504.0,36.0,0.0,"['was01805', 'was01806']"
31059400,Cottonwood,Itasca,Suomi,"[-93.697336, 47.430467]",132.67,55.0,42.0,0.0,['was02847']
31035600,Cowhorn,Itasca,Blackberry,"[-93.459369, 47.103818]",0.0,0.0,0.0,0.0,['was01932']
31060600,Crane,Itasca,Suomi,"[-93.640034, 47.41919]",0.0,0.0,0.0,0.0,[]
31019300,Crooked,Itasca,Marble,"[-93.327928, 47.448834]",464.83,104.0,60.0,0.0,"['was01812', 'was01366']"
31054300,Crooked,Itasca,Marcell,"[-93.577296, 47.571257]",134.48,76.0,46.0,0.0,['was02712']
31080900,Crooked,Itasca,Spring Lake (Itasca),"[-93.813755, 47.683467]",103.88,7.0,110.0,0.0,[]
31017100,Crum,Itasca,Togo,"[-93.310625, 47.864263]",19.21,19.21,14.0,0.0,[]
31085700,Cut Foot Sioux,Itasca,Squaw Lake,"[-94.076053, 47.50233]",2771.06,1324.0,78.0,24.0,"['was01920', 'was02726', 'was01921', 'was01923', 'was01973']"
31042900,Cutaway,Itasca,Alder,"[-93.456473, 47.495851]",306.63,98.0,55.0,0.0,[]
31080000,David,Itasca,Bigfork,"[-93.832716, 47.733284]",78.47,16.0,30.0,15.0,[]
31044500,Day,Itasca,Marcell,"[-93.560998, 47.472513]",41.19,18.0,40.0,0.0,[]
31063700,Day,Itasca,Marcell,"[-93.644787, 47.482202]",49.34,13.0,57.0,0.0,['was02890']
31062200,Dead Horse,Itasca,Marcell,"[-93.674853, 47.532946]",105.28,54.0,30.0,0.0,['was02719']
31093400,Decker,Itasca,Rosy,"[-94.40269, 47.641818]",324.64,327.37,12.0,0.0,['was02723']
31033400,Deer,Itasca,Effie,"[-93.379459, 47.837746]",1854.59,1332.0,50.0,0.0,['was02717']
31071900,Deer,Itasca,Deer River,"[-93.663764, 47.380818]",4093.5,920.0,121.0,42.1,['was01931']
31055100,Dinner Pail,Itasca,Hill City,"[-93.599037, 47.041932]",47.27,21.0,30.0,0.0,['was01926']
31034300,Dirty Mike,Itasca,Bovey,"[-93.449175, 47.349034]",0.0,0.0,0.0,0.0,[]
31092100,Dixon,Itasca,Squaw Lake,"[-94.289396, 47.603359]",622.42,478.0,29.0,0.0,['was02721']
31053600,Doan,Itasca,Suomi,"[-93.5759, 47.424873]",97.56,18.0,40.0,0.0,[]
31064900,Dock,Itasca,Marcell,"[-93.592682, 47.543561]",30.44,24.0,40.0,0.0,['was02848']
31064300,Doctor,Itasca,Marcell,"[-93.65186, 47.467058]",0.0,0.0,0.0,0.0,[]
31002400,Dode,Itasca,Bengal,"[-93.104136, 47.243302]",87.97,74.0,25.0,0.0,[]
31048200,Doe,Itasca,Marcell,"[-93.507984, 47.576004]",0.0,0.0,0.0,0.0,[]
31013900,Dollar,Itasca,Nashwauk,"[-93.24664, 47.487479]",53.22,50.0,20.0,0.0,[]
31088200,Dora,Itasca,Wirt,"[-94.046029, 47.741883]",423.11,422.4,18.0,0.0,['was01925']
31086900,Dry Creek,Itasca,Inger,"[-94.091905, 47.530468]",0.0,0.0,0.0,0.0,[]
31031400,Duck,Itasca,Effie,"[-93.411865, 47.794129]",12.84,0.0,45.0,0.0,['was02710']
31061800,Duck,Itasca,Marcell,"[-93.619475, 47.53384]",29.06,29.06,15.0,5.0,[]
31090400,Dunbar,Itasca,Squaw Lake,"[-94.238652, 47.641556]",267.72,162.0,30.0,0.0,['was02722']
31022100,Dunning,Itasca,Silverwood,"[-93.341475, 47.340852]",0.0,0.0,0.0,0.0,[]
31045400,Eagle,Itasca,Marcell,"[-93.476819, 47.60894]",285.32,120.0,44.0,0.0,['was01808']
31046000,East,Itasca,Marcell,"[-93.554928, 47.622768]",191.69,61.0,65.0,0.0,[]
31079800,East,Itasca,Spring Lake (Itasca),"[-93.853089, 47.676317]",110.7,47.0,30.0,12.0,[]
31061600,East Smith,Itasca,Alder,"[-93.610837, 47.540477]",151.78,68.0,38.0,0.0,[]
31069400,Edmund,Itasca,Marcell,"[-93.646852, 47.676694]",0.0,0.0,0.0,0.0,[]
31088600,Eel,Itasca,Bergville,"[-94.136891, 47.805804]",0.0,0.0,0.0,0.0,[]
31081700,Egg,Itasca,Inger,"[-93.960943, 47.482181]",0.0,0.0,0.0,0.0,[]
31032800,Elbow,Itasca,Craigville,"[-93.393956, 47.871587]",0.0,0.0,0.0,0.0,['was02946']
31077400,Elbow,Itasca,Talmoon,"[-93.762686, 47.65319]",0.0,0.0,0.0,0.0,[]
31049000,Elizabeth,Itasca,Marcell,"[-93.508439, 47.554892]",192.82,89.0,42.0,0.0,[]
31051200,Erickson,Itasca,Bigfork,"[-93.506905, 47.684452]",28.96,0.0,70.0,0.0,[]
31031100,Erskine,Itasca,Effie,"[-93.382084, 47.801421]",39.76,16.0,56.0,0.0,['was01798']
31090200,Farley,Itasca,Squaw Lake,"[-94.208303, 47.561415]",0.0,0.0,0.0,0.0,[]
31060900,Fawn,Itasca,Suomi,"[-93.690151, 47.416495]",190.32,78.0,37.0,0.0,[]
31049700,Fifth Chain,Itasca,Marcell,"[-93.53876, 47.551416]",0.0,0.0,0.0,0.0,['was01807']
31081800,First River,Itasca,Inger,"[0, 0]",0.0,0.0,0.0,0.0,['was01919']
31091800,Fiske,Itasca,Bergville,"[-94.168376, 47.776225]",0.0,0.0,0.0,0.0,[]
31018300,Five Island,Itasca,Effie,"[-93.295136, 47.840398]",214.32,111.0,33.0,12.0,['was01802']
31037400,Forest,Itasca,Grand Rapids,"[-93.548323, 47.238715]",37.31,15.4,31.0,0.0,['was01927']
31066300,Forest,Itasca,Marcell,"[-93.664231, 47.591349]",0.0,0.0,0.0,0.0,[]
31058900,Forjer,Itasca,Suomi,"[-93.657706, 47.454565]",0.0,0.0,0.0,0.0,[]
31056000,Forsythe,Itasca,Cohasset,"[-93.60086, 47.266496]",66.4,0.0,17.0,0.0,[]
31081400,Four Towns,Itasca,Spring Lake (Itasca),"[-93.896075, 47.668802]",0.0,0.0,0.0,0.0,[]
31023600,Fourth Sucker,Itasca,Marble,"[-93.341746, 47.426949]",0.0,0.0,0.0,0.0,[]
31046300,Fox,Itasca,Marcell,"[-93.543253, 47.602769]",262.49,193.0,75.0,0.0,[]
31051300,Gale,Itasca,Bigfork,"[-93.495379, 47.672343]",85.87,37.0,50.0,0.0,[]
31066200,Ghost,Itasca,Marcell,"[-93.585244, 47.593874]",0.0,0.0,0.0,0.0,[]
31088900,Glove,Itasca,Dora Lake,"[-94.101075, 47.790639]",17.56,17.56,12.0,0.0,[]
31072700,Grass,Itasca,Marcell,"[-93.707406, 47.639534]",119.55,98.0,54.0,0.0,[]
31062400,Grave,Itasca,Marcell,"[-93.67236, 47.504725]",524.65,304.0,39.0,0.0,['was03031']
31086300,Greeley,Itasca,Squaw Lake,"[-94.10407, 47.559394]",23.1,16.8,43.0,0.0,['was02725']
31060700,Green,Itasca,Suomi,"[-93.657235, 47.423068]",0.0,0.0,0.0,0.0,[]
31056900,Guile,Itasca,Cohasset,"[-93.678653, 47.241043]",87.6,56.0,60.0,0.0,['was02123']
31078200,Gunderson,Itasca,Talmoon,"[-93.77931, 47.709248]",183.38,46.8,41.0,17.6,['was01095']
31045200,Gunn,Itasca,Alder,"[-93.540126, 47.541621]",110.78,0.0,75.0,0.0,[]
31048000,Gunn,Itasca,Marcell,"[-93.535147, 47.57687]",382.36,142.0,55.0,17.0,[]
31026700,Gunny Sack,Itasca,Bigfork,"[-93.392056, 47.606327]",85.82,85.82,13.0,0.0,['was02711']
31036100,Hale,Itasca,Blackberry,"[-93.465278, 47.144451]",125.33,114.0,59.0,0.0,[]
31037300,Hale,Itasca,Grand Rapids,"[-93.5482, 47.246106]",130.37,37.0,60.0,30.0,['was02729']
31091100,Hamrey,Itasca,Alvwood,"[-94.250107, 47.720033]",66.81,16.0,60.0,0.0,[]
31072100,Hansen,Itasca,Suomi,"[-93.712181, 47.411388]",66.18,28.0,45.0,0.0,[]
31034400,Hanson,Itasca,Taconite,"[-93.450745, 47.41931]",67.08,23.0,66.0,0.0,[]
31014000,Harrison,Itasca,Nashwauk,"[-93.237347, 47.499786]",38.62,32.0,28.0,0.0,[]
31002000,Hart,Itasca,Pengilly,"[-93.148707, 47.256189]",328.36,75.0,55.0,0.0,['was02731']
31015400,Hartley,Itasca,Nashwauk,"[-93.308177, 47.557808]",288.05,98.0,49.0,21.0,['was01809']
31094500,Haskell,Itasca,Alder,"[-93.430685, 47.511437]",93.37,41.0,57.0,0.0,[]
31077100,Hatch,Itasca,Marcell,"[-93.751403, 47.660512]",226.35,49.0,88.0,45.0,[]
31040700,Hay,Itasca,Canisteo,"[-93.528996, 47.37378]",56.54,24.6,40.0,0.0,[]
31002300,Helen,Itasca,Bengal,"[-93.077932, 47.250223]",157.79,85.0,33.0,15.0,['was01930']
31084000,Helen,Itasca,Wirt,"[-93.987609, 47.705483]",0.0,0.0,0.0,0.0,[]
31091700,Hendrickson,Itasca,Bergville,"[-94.181161, 47.782889]",0.0,0.0,0.0,0.0,[]
31017200,Unnamed,Itasca,Togo,"[0, 0]",0.0,0.0,0.0,0.0,[]
31017400,Herrigan,Itasca,Togo,"[-93.269777, 47.876405]",27.34,14.0,29.0,0.0,[]
31048100,Highland,Itasca,Marcell,"[-93.519722, 47.568228]",105.04,56.0,38.0,0.0,['was01801']
31060000,Hill,Itasca,Grand Rapids,"[-93.612922, 47.431742]",46.17,27.6,32.0,0.0,['was01937']
31067700,Hole-in-Wall,Itasca,Alder,"[-93.64059, 47.560803]",0.0,0.0,0.0,0.0,[]
31080400,Holland,Itasca,Wirt,"[-93.862543, 47.728466]",27.43,8.0,45.0,0.0,['was01918']
31083900,Bass,Itasca,Wirt,"[-93.960531, 47.708169]",209.86,69.0,40.0,13.0,[]
31022700,Holman,Itasca,Bovey,"[-93.350751, 47.306458]",148.47,78.0,65.0,0.0,['was02761']
31050800,Homestad,Itasca,Bigfork,"[-93.517956, 47.689979]",34.12,9.0,51.0,0.0,[]
31004700,Horsehead,Itasca,Stevenson,"[-93.100604, 47.493205]",18.37,0.0,40.0,0.0,[]
31015500,Horsehead,Itasca,Togo,"[-93.314428, 47.691923]",69.92,62.0,16.0,0.0,[]
31037600,Horseshoe,Itasca,Grand Rapids,"[-93.557246, 47.209309]",142.33,142.33,11.0,0.0,[]
31046600,Horseshoe,Itasca,Marcell,"[-93.507898, 47.602618]",142.33,39.0,60.0,0.0,[]
31069600,Horseshoe,Itasca,Marcell,"[-93.688277, 47.66261]",260.22,241.0,25.0,0.0,[]
31037200,Ice,Itasca,Grand Rapids,"[-93.528236, 47.245738]",38.97,13.0,53.0,23.0,['was01929']
31024000,Inkey,Itasca,Taconite,"[-93.445702, 47.394885]",59.85,40.0,68.0,0.0,[]
31063400,Irma,Itasca,Suomi,"[-93.623263, 47.482582]",0.0,0.0,0.0,0.0,[]
31021700,Island,Itasca,Taconite,"[-93.41484, 47.360509]",52.47,41.0,35.0,0.0,[]
31033000,Island,Itasca,Togo,"[-93.365119, 47.864322]",13.95,9.0,54.0,0.0,[]
31040600,Island,Itasca,Canisteo,"[-93.536968, 47.375664]",66.53,50.0,45.0,0.0,['was00979']
31064400,Island,Itasca,Suomi,"[-93.654998, 47.46175]",37.4,12.0,65.0,0.0,[]
31075400,Island,Itasca,Deer River,"[-93.722364, 47.432677]",285.29,183.0,31.0,0.0,['was01350']
31091300,Island,Itasca,Northome,"[-94.236317, 47.814039]",3108.16,1195.0,35.0,0.0,['was00975']
31065700,Jack the Horse,Itasca,Marcell,"[-93.636843, 47.616137]",363.48,245.0,45.0,11.0,[]
31056500,Jay Gould,Itasca,Cohasset,"[0, 0]",551.75,292.0,33.0,0.0,['was02606']
31078600,Jessie,Itasca,Talmoon,"[-93.818618, 47.586366]",1740.06,455.0,42.0,0.0,['was00966']
31076400,Jingo,Itasca,Bigfork,"[-93.721082, 47.695291]",78.66,37.0,60.0,0.0,[]
31005900,Johnson,Itasca,Side Lake,"[-93.09779, 47.703674]",0.0,0.0,0.0,0.0,['was02233']
31058600,Johnson,Itasca,Grand Rapids,"[-93.597535, 47.436662]",434.03,146.0,88.0,0.0,['was02536']
31068700,Johnson,Itasca,Marcell,"[-93.655336, 47.625806]",304.37,89.0,51.0,0.0,[]
31029900,Kelly,Itasca,Bigfork,"[-93.382307, 47.660525]",70.47,35.0,39.0,0.0,['was00953']
31013700,Kennedy,Itasca,Nashwauk,"[-93.267739, 47.492007]",98.98,19.8,80.0,0.0,[]
31092800,Kenogama,Itasca,Pennington,"[-94.367225, 47.492387]",0.0,0.0,0.0,0.0,[]
31084200,Killdeer,Itasca,Wirt,"[-93.947137, 47.709489]",0.0,0.0,0.0,0.0,[]
31025800,King,Itasca,Taconite,"[-93.401868, 47.550195]",310.62,141.0,23.0,0.0,['was02590']
31064500,Kremer,Itasca,Grand Rapids,"[-93.636443, 47.465116]",77.85,26.0,86.0,0.0,[]
31052200,La Barge,Itasca,Marcell,"[-93.516259, 47.632819]",58.9,0.0,30.0,0.0,[]
31078800,La Croix,Itasca,Spring Lake (Itasca),"[-93.804344, 47.662812]",141.79,24.0,80.0,0.0,[]
31080200,Lac a Roy,Itasca,Bigfork,"[-93.818398, 47.721678]",89.82,16.0,30.0,0.0,[]
31050600,Lake of Isles,Itasca,Bigfork,"[-93.56262, 47.696189]",69.62,51.6,48.0,19.5,[]
31009600,Lammon Aid,Itasca,Calumet,"[-93.248744, 47.250816]",62.87,46.0,21.0,0.0,['was01016']
31031700,Larson,Itasca,Effie,"[-93.412428, 47.765729]",208.18,51.5,177.0,0.0,['was01348']
31069200,Lauchoh,Itasca,Bigfork,"[-93.656915, 47.693083]",43.2,18.0,40.0,0.0,[]
31023100,Lawrence,Itasca,Taconite,"[-93.376455, 47.436572]",436.67,316.0,32.0,0.0,['was01349']
31060400,Lawrence,Itasca,Suomi,"[-93.607569, 47.419661]",0.0,0.0,0.0,0.0,[]
31073900,Leighton,Itasca,Cohasset,"[-93.753448, 47.196835]",244.06,78.0,63.0,30.0,['was00932']
31004800,Libby,Itasca,Stevenson,"[-93.079437, 47.4908]",114.05,114.05,15.0,0.0,[]
31037500,Lily,Itasca,La Prairie,"[-93.511818, 47.219329]",0.0,0.0,0.0,0.0,[]
31030400,Link,Itasca,Bigfork,"[-93.407193, 47.647514]",48.44,32.0,25.0,0.0,[]
31082200,Little Ball Club,Itasca,Deer River,"[-93.994027, 47.421972]",184.52,82.5,30.0,15.7,['was02603']
31033200,Little Bass,Itasca,Togo,"[-93.359409, 47.860651]",25.79,10.0,72.0,0.0,[]
31054100,Little Bass,Itasca,Marcell,"[-93.577503, 47.593971]",0.0,0.0,0.0,0.0,[]
31057500,Little Bass,Itasca,Cohasset,"[-93.600337, 47.286046]",160.5,55.0,62.0,0.0,['was01343']
31015600,Little Bear,Itasca,Togo,"[-93.288935, 47.697068]",131.06,97.0,35.0,0.0,['was00958']
31059900,Little Bear,Itasca,Suomi,"[-93.617417, 47.432105]",12.11,7.0,35.0,0.0,[]
31075800,Little Bowstring,Itasca,Deer River,"[-93.726898, 47.492985]",326.58,115.0,33.0,0.0,['was02592']
31057202,Little Cavanaugh,Itasca,Cohasset,"[-93.62648, 47.222096]",23.61,11.0,27.0,0.0,[]
31032100,Little Coon,Itasca,Bigfork,"[-93.414138, 47.735167]",76.3,20.0,123.0,0.0,[]
31059500,Little Cottonwood,Itasca,Suomi,"[-93.672592, 47.428429]",0.0,0.0,0.0,0.0,[]
31019800,Little Cowhorn,Itasca,Grand Rapids,"[-93.421987, 47.101355]",181.31,181.31,12.0,0.0,['was02538']
31085200,Little Cut Foot Sioux,Itasca,Deer River,"[-94.030214, 47.504792]",619.1,530.0,20.0,9.0,['was00970']
31062100,Little Dead Horse,Itasca,Alder,"[-93.654185, 47.528123]",78.76,58.0,30.0,15.0,[]
31075100,Little Deer,Itasca,Deer River,"[-93.716292, 47.369106]",66.81,39.0,39.0,0.0,['was00989']
31022600,Little Diamond,Itasca,Holman,"[-93.360269, 47.32304]",0.0,0.0,0.0,0.0,[]
31065800,Little Dick,Itasca,Marcell,"[-93.619288, 47.612071]",100.89,56.0,20.0,0.0,[]
31093600,Little Dixon,Itasca,Rosy,"[-94.29956, 47.631208]",27.25,27.0,18.0,0.0,[]
31045900,Little East,Itasca,Marcell,"[-93.533426, 47.613931]",64.53,0.0,100.0,0.0,[]
31002500,Little Flower,Itasca,Bengal,"[-93.110004, 47.250953]",29.96,20.0,25.0,0.0,[]
31058800,Little Horn,Itasca,Suomi,"[-93.633922, 47.442788]",40.71,18.0,68.0,0.0,['was00980']
31024100,Little Inkey,Itasca,Taconite,"[-93.443616, 47.383118]",0.0,0.0,0.0,0.0,[]
31002200,Little Island,Itasca,Bengal,"[-93.076448, 47.262465]",118.96,44.0,45.0,0.0,['was02583']
31042300,Little Island,Itasca,Alder,"[-93.536059, 47.513607]",73.41,18.0,35.0,0.0,['was00954']
31056600,Little Jay Gould,Itasca,Cohasset,"[-93.611952, 47.241687]",149.97,78.0,56.0,0.0,['was00982']
31078400,Little Jessie,Itasca,Deer River,"[-93.820433, 47.557313]",627.93,206.0,50.0,0.0,['was00964']
31074700,Little Leighton,Itasca,Days High Landing,"[-93.74235, 47.20465]",0.0,0.0,0.0,0.0,[]
31061300,Little Long,Itasca,Grand Rapids,"[-93.596274, 47.470199]",304.55,154.0,61.0,0.0,['was00955']
31012300,Little McCarthy,Itasca,Cooley,"[-93.242112, 47.394619]",62.06,51.0,24.0,11.0,[]
31014800,Little Moose,Itasca,Side Lake,"[-93.215073, 47.622752]",0.0,0.0,0.0,0.0,['was00951']
31016200,Little Moose,Itasca,Togo,"[-93.239458, 47.779925]",99.2,0.0,20.0,0.0,['was00956']
31061000,Little Moose,Itasca,Grand Rapids,"[-93.662489, 47.405758]",288.72,123.0,23.0,0.0,['was00985']
31066500,Little North Star,Itasca,Marcell,"[-93.666867, 47.578836]",55.28,29.0,43.0,0.0,[]
31022000,Little O'Reilly,Itasca,Bovey,"[-93.423662, 47.351498]",38.04,25.0,41.0,0.0,[]
31047100,Little Otter,Itasca,Marcell,"[-93.457995, 47.591458]",59.51,0.0,35.0,0.0,[]
31060100,Little Pughole,Itasca,Suomi,"[-93.596603, 47.422757]",0.0,0.0,0.0,0.0,[]
31066000,Little Ranier,Itasca,Marcell,"[-93.696385, 47.599811]",52.96,19.0,48.0,0.0,[]
31071600,Little Rice,Itasca,Bass Brook (subdivision),"[-93.704242, 47.235246]",139.02,65.0,32.0,0.0,[]
31076700,Little Rose,Itasca,Talmoon,"[-93.757546, 47.683564]",0.0,0.0,0.0,0.0,[]
31080800,Little Round,Itasca,Spring Lake (Itasca),"[-93.776697, 47.689311]",0.0,0.0,0.0,0.0,[]
31009300,Little Sand,Itasca,Calumet,"[-93.28024, 47.251658]",209.75,114.8,44.0,0.0,['was01337']
31085300,Little Sand,Itasca,Squaw Lake,"[-94.027285, 47.648223]",353.36,231.0,19.0,0.0,['was00965']
31073300,Little Siseebakwet,Itasca,Bass Brook (subdivision),"[-93.729903, 47.16545]",0.0,0.0,0.0,0.0,['was01339']
31067900,Little Smith,Itasca,Alder,"[-93.6383, 47.552721]",39.6,16.0,35.0,0.0,[]
31034100,Little Split Hand,Itasca,Grand Rapids,"[-93.448325, 47.065946]",243.91,140.0,25.0,0.0,['was01340']
31079700,Little Spring,Itasca,Talmoon,"[-93.855387, 47.622789]",135.58,134.08,10.0,0.0,[]
31012600,Little Sucker,Itasca,Cooley,"[-93.24194, 47.374908]",0.0,0.0,0.0,0.0,[]
31077800,Little Too Much,Itasca,Talmoon,"[-93.775246, 47.624558]",78.52,29.0,60.0,15.0,[]
31039400,Little Trout,Itasca,Marcell,"[-93.545021, 47.438471]",85.76,27.0,80.0,0.0,[]
31077900,Little Turtle,Itasca,Talmoon,"[-93.763313, 47.609635]",491.69,226.0,29.0,0.0,['was00952']
31039900,Little Wabana,Itasca,Grand Rapids,"[-93.491549, 47.400441]",115.73,30.8,57.0,0.0,[]
31028000,Little Wasson,Itasca,Side Lake,"[-93.330824, 47.631233]",17.11,0.0,21.0,0.0,[]
31074000,Little White Oak,Itasca,Days High Landing,"[-93.756232, 47.269171]",0.0,0.0,0.0,0.0,['was00986']
31083600,Little Whitefish,Itasca,Oslund,"[-93.988403, 47.668858]",160.4,159.22,15.0,0.0,['was00963']
31063500,Little Wolf,Itasca,Suomi,"[-93.609476, 47.478179]",0.0,0.0,0.0,0.0,[]
31000100,Long,Itasca,Goodland,"[-93.067725, 47.179107]",132.42,44.0,84.0,0.0,['was02610']
