Lake ID,Lake Name,Lake County,Nearest Town,Lake Coordinates,Lake Area,Littoral Area,Lake Depth,Mean Depth,Water Access Sites
10001300,Susan,Carver,Chanhassen,"[-93.540719, 44.851682]",88.34,75.0,17.0,0.0,['was02423']
10009500,Swede,Carver,Watertown,"[-93.819354, 44.930047]",432.83,432.83,12.0,0.0,['was00315']
10001000,Tamarack,Carver,Victoria,"[-93.634837, 44.873508]",28.33,9.9,82.0,0.0,[]
10010800,Tiger,Carver,Norwood (subdivision),"[-93.961077, 44.781218]",0.0,0.0,0.0,0.0,['was00314']
10005100,Turbid,Carver,Coney Island,"[-93.71704, 44.849801]",40.45,26.0,37.0,0.0,[]
10009100,Unnamed,Carver,,"[0, 0]",0.0,0.0,0.0,0.0,[]
10014400,Unnamed,Carver,,"[0, 0]",0.0,0.0,0.0,0.0,[]
10018700,Unnamed,Carver,Hydes Lake,"[0, 0]",0.0,0.0,0.0,0.0,[]
10001500,Virginia,Carver,Victoria,"[-93.632215, 44.887369]",104.91,30.0,34.0,0.0,['was02212']
10005900,Waconia,Carver,Waconia,"[-93.785342, 44.869002]",3080.36,1660.0,37.0,0.0,"['was01254', 'was03021', 'was03084']"
10004800,Wassermann,Carver,Victoria,"[-93.67549, 44.84183]",169.68,112.0,41.0,10.0,['was00319']
10006600,Winkler,Carver,Bongards,"[-93.832684, 44.790348]",0.0,0.0,0.0,0.0,[]
10010500,Young America,Carver,Young America (subdivision),"[-93.906414, 44.783969]",0.0,0.0,0.0,0.0,[]
10004100,Zumbra-Sunny,Carver,Victoria,"[-93.666969, 44.882896]",271.13,89.0,58.0,14.0,['was02209']
11063200,Abe,Cass,Outing,"[-93.951835, 46.887032]",0.0,0.0,0.0,0.0,[]
11025000,Ada,Cass,Backus,"[-94.34714, 46.829707]",963.32,424.0,60.0,0.0,['was01862']
11021600,Agate,Cass,Lake Shore,"[-94.371089, 46.455446]",157.41,157.41,9.0,0.0,[]
11046800,Alice,Cass,Walker,"[-94.65279, 47.038721]",96.21,25.0,55.0,0.0,[]
11005000,Andrus,Cass,Outing,"[-94.004188, 46.836312]",55.81,25.0,55.0,16.0,[]
11046900,Anway,Cass,Ah-gwah-ching,"[-94.622659, 47.041358]",20.93,4.0,45.0,0.0,[]
11028300,Baby,Cass,Hackensack,"[-94.364126, 46.963548]",737.32,248.0,69.0,31.0,['was01332']
11028100,Barnum,Cass,Hackensack,"[-94.326202, 46.979962]",151.34,84.0,30.0,0.0,[]
11006900,Bass,Cass,Outing,"[-93.958419, 46.908682]",194.75,43.0,55.0,0.0,['was02506']
11021500,Bass,Cass,East Gull Lake,"[-94.354126, 46.374756]",0.0,0.0,0.0,0.0,[]
11025400,Bass,Cass,Pine River,"[-94.332019, 46.8183]",86.87,58.4,28.0,14.0,[]
11047400,Bass,Cass,Walker,"[-94.608, 47.00053]",278.26,238.0,33.0,0.0,[]
11062400,Beauty,Cass,Casino,"[-94.458236, 46.400772]",19.24,10.36,39.0,0.0,['was01099']
11035300,Beuber,Cass,Backus,"[-94.516588, 46.870559]",131.7,75.0,32.0,0.0,['was02561']
11027700,Big Deep,Cass,Hackensack,"[-94.384505, 46.910204]",535.76,48.4,107.0,0.0,[]
11039100,Big Hanson,Cass,Walker,"[-94.468496, 47.030726]",17.99,6.0,95.0,0.0,[]
11030800,Big Portage,Cass,Backus,"[-94.418965, 46.854902]",902.34,901.0,23.0,0.0,['was02507']
11007300,Big Rice,Cass,Remer,"[-93.934102, 46.990614]",2030.04,2030.03,5.0,0.0,"['was01869', 'was01872']"
11007700,Big Sand,Cass,Remer,"[-93.973232, 47.062164]",729.93,635.0,23.0,0.0,['was01868']
11001700,Birch,Cass,Remer,"[-93.873065, 47.050674]",275.51,51.0,30.0,0.0,[]
11041200,Birch,Cass,Hackensack,"[-94.548644, 46.936714]",1267.2,754.9,45.0,10.0,['was02560']
11027400,Blackwater,Cass,Longville,"[-94.304396, 46.909233]",766.67,336.0,67.0,0.0,['was01861']
11015500,Blind,Cass,Manhattan Beach,"[-94.218598, 46.823737]",76.14,70.3,20.0,12.0,[]
11039700,Bluebill,Cass,Hackensack,"[-94.461074, 46.993139]",45.36,45.36,6.5,0.0,[]
11034300,Boot,Cass,Mildred,"[-94.472562, 46.762588]",46.71,46.71,14.0,7.0,[]
11038200,Boss,Cass,Hackensack,"[-94.474625, 46.931735]",0.0,0.0,0.0,0.0,[]
11035000,Bowen,Cass,Backus,"[-94.491256, 46.809937]",182.17,49.0,25.0,0.0,['was01533']
11018300,Boxell,Cass,Longville,"[-94.226094, 47.003214]",65.82,49.0,27.0,0.0,[]
11014300,Boy,Cass,Boy River,"[-94.150246, 47.102613]",3465.94,2007.0,45.0,0.0,['was02887']
11036600,Brockway,Cass,Backus,"[-94.434495, 46.816837]",179.79,80.0,17.0,0.0,[]
11018400,Bullhead,Cass,Longville,"[-94.185332, 46.993173]",0.0,0.0,0.0,0.0,[]
11011800,Camp Two,Cass,Wabedo,"[-94.143613, 46.910878]",0.0,0.0,0.0,0.0,['was03075']
11018800,Carnahan,Cass,Longville,"[-94.265847, 46.993776]",31.49,21.23,25.0,0.0,[]
11008200,Cedar,Cass,Elevenmile Corner,"[-93.951492, 47.140851]",20.81,11.0,28.0,0.0,[]
11028900,Cedar,Cass,Whipholt,"[-94.322908, 47.032329]",135.16,72.0,42.0,0.0,[]
11048100,Cedar,Cass,Walker,"[-94.647759, 47.118335]",36.28,36.28,15.0,0.0,[]
11014100,Charles,Cass,Wabedo,"[-94.153471, 46.912554]",0.0,0.0,0.0,0.0,[]
11026300,Child,Cass,Longville,"[-94.342239, 46.946396]",285.04,158.0,29.0,0.0,[]
11045700,Chub,Cass,Hackensack,"[-94.605501, 46.928097]",0.0,0.0,0.0,0.0,[]
11034900,Clam,Cass,Mildred,"[-94.442623, 46.730203]",0.0,0.0,0.0,0.0,[]
11006700,Coffin,Cass,Outing,"[-93.967782, 46.916601]",0.0,0.0,0.0,0.0,[]
11016300,Cooper,Cass,Longville,"[-94.197574, 46.96494]",132.53,97.4,70.0,0.0,[]
11018600,Craig,Cass,Longville,"[-94.214633, 46.993779]",0.0,0.0,0.0,0.0,[]
11035400,Crooked,Cass,Backus,"[-94.471245, 46.863862]",0.0,0.0,0.0,0.0,[]
11049400,Crooked,Cass,Cass Lake,"[-94.567981, 47.242909]",564.9,237.0,74.0,0.0,[]
11039900,Cub,Cass,Hackensack,"[-94.470436, 46.984504]",22.1,0.0,24.0,0.0,[]
11044500,Cut,Cass,Oshawa (Cass),"[-94.642677, 46.741379]",0.0,0.0,0.0,0.0,['was01103']
11021400,Dade,Cass,East Gull Lake,"[-94.368423, 46.378084]",99.41,0.0,0.0,0.0,['was01865']
11032900,Dead Horse,Cass,East Gull Lake,"[-94.441048, 46.40387]",15.11,10.0,39.0,0.0,[]
11003400,Dead Horse Slough,Cass,Remer,"[-93.867717, 47.162045]",14.76,5.0,70.0,40.0,[]
11040400,Deep,Cass,Baker (Cass),"[-94.471321, 47.078516]",24.07,10.5,62.0,0.0,[]
11023700,Deep Portage,Cass,Pontoria,"[-94.39187, 46.870384]",129.02,30.7,105.0,40.0,[]
11044600,Deer,Cass,Oshawa (Cass),"[-94.646116, 46.736979]",0.0,0.0,0.0,0.0,['was02468']
11039600,Diamond,Cass,Walker,"[-94.452302, 46.997758]",76.97,62.0,31.0,0.0,['was02950']
11099800,Donut,Cass,Outing,"[-93.993785, 46.854367]",38.02,31.0,18.0,0.0,[]
11014500,Drumbeater,Cass,Federal Dam,"[-94.160996, 47.263886]",0.0,0.0,0.0,0.0,[]
11034200,Eagle,Cass,Mildred,"[-94.459025, 46.774304]",0.0,0.0,0.0,0.0,[]
18022100,East Wood,Crow Wing,Outing,"[-94.015509, 46.804972]",0.0,0.0,0.0,0.0,[]
11021300,Stephens,Cass,East Gull Lake,"[-94.336019, 46.385156]",0.0,0.0,0.0,0.0,[]
11000500,Egg,Cass,Shovel Lake,"[-93.788885, 46.924727]",12.32,12.32,8.0,0.0,[]
11049200,Faherty,Cass,Wilkinson,"[-94.55995, 47.264984]",0.0,0.0,0.0,0.0,[]
11036200,Fawn,Cass,Backus,"[-94.446842, 46.837572]",46.35,24.4,29.0,0.0,[]
11046600,Fifth,Cass,Ah-gwah-ching,"[-94.624565, 47.055668]",52.4,0.0,60.0,0.0,[]
11037900,Fish,Cass,Hackensack,"[-94.488935, 46.945721]",35.05,30.5,43.0,0.0,[]
11043700,Fish,Cass,Poplar,"[-94.62411, 46.65572]",0.0,0.0,0.0,0.0,['was02562']
11035100,Five Point,Cass,Hackensack,"[-94.448986, 46.879229]",250.65,88.0,37.0,0.0,['was02884']
11004100,Folston,Cass,Remer,"[-93.90051, 47.090131]",22.22,22.22,7.0,0.0,[]
11039800,Four-One-Eight,Cass,Hackensack,"[-94.479579, 46.984615]",12.12,0.0,45.0,0.0,[]
11046500,Fourth,Cass,Walker,"[-94.615665, 47.061003]",58.36,0.0,65.0,0.0,[]
11047500,Gadbolt,Cass,Walker,"[-94.592223, 47.014873]",67.7,67.7,15.0,0.0,['was01535']
11010100,George,Cass,Outing,"[-94.028027, 46.87957]",612.46,606.93,20.0,0.0,['was01331']
11017400,Girl,Cass,Longville,"[-94.230829, 46.983289]",428.18,272.0,81.0,0.0,['was01859']
11009600,Goose,Cass,Elevenmile Corner,"[-93.975776, 47.223835]",0.0,0.0,0.0,0.0,['was01866']
11031500,Grass,Cass,Schley,"[-94.409317, 47.375613]",0.0,0.0,0.0,0.0,[]
11008600,Grave,Cass,Remer,"[-93.947368, 47.117748]",372.16,132.0,55.0,0.0,['was01867']
11043900,Green,Cass,Poplar,"[-94.631055, 46.644291]",0.0,0.0,0.0,0.0,['was01536']
11033000,Green Bass,Cass,East Gull Lake,"[-94.432971, 46.404661]",44.01,33.0,27.0,0.0,['was01873']
11030500,Gull,Cass,Nisswa,"[-94.35726, 46.447951]",10010.01,2825.0,80.0,0.0,"['was01870', 'was02888', 'was01593']"
11024200,Hand,Cass,Backus,"[-94.312187, 46.853662]",289.21,140.0,57.0,0.0,['was01863']
11038900,Hanson,Cass,Walker,"[-94.463071, 47.037312]",33.87,20.0,28.0,0.0,[]
11020900,Hardy,Cass,Brainerd,"[-94.330605, 46.297904]",104.99,44.0,26.0,20.0,[]
11032200,Harlan,Cass,Pillager,"[-94.507769, 46.366984]",0.0,0.0,0.0,0.0,[]
11023200,Hattie,Cass,Backus,"[-94.392622, 46.81679]",587.82,198.0,30.0,18.0,[]
11019900,Hay,Cass,Backus,"[-94.281462, 46.869931]",363.7,179.0,56.0,0.0,['was02885']
11028600,Haynes,Cass,Whipholt,"[-94.38583, 47.036621]",0.0,0.0,0.0,0.0,[]
11029500,Hazel,Cass,Longville,"[-94.288034, 46.999752]",14.74,7.5,38.0,0.0,[]
11016900,Heffron,Cass,Wabedo,"[-94.242175, 46.935877]",0.0,0.0,0.0,0.0,[]
11051500,High Bank,Cass,Hackensack,"[-94.496883, 46.953432]",0.0,0.0,0.0,0.0,[]
11038600,Hiram,Cass,Hackensack,"[-94.517274, 46.905117]",0.0,0.0,0.0,0.0,[]
11011500,Hoister,Cass,Outing,"[-94.092363, 46.924937]",0.0,0.0,0.0,0.0,[]
11022900,Horseshoe,Cass,Chickamaw Beach,"[-94.346578, 46.792054]",94.92,37.0,26.0,0.0,[]
11028400,Horseshoe,Cass,Whipolt,"[-94.332156, 47.04908]",127.36,127.36,12.0,7.3,[]
11035800,Horseshoe,Cass,Backus,"[-94.473803, 46.851054]",260.32,80.0,51.0,0.0,['was01534']
11037700,Horseshoe,Cass,Hackensack,"[-94.44632, 46.943642]",0.0,0.0,0.0,0.0,[]
11039400,Hovde,Cass,Walker,"[-94.448788, 47.013246]",132.96,116.0,26.0,0.0,[]
11047200,Howard,Cass,Akeley,"[-94.652283, 46.99495]",385.58,99.4,60.0,0.0,[]
11017000,Hunter,Cass,Wabedo,"[-94.227602, 46.924844]",181.82,52.0,48.0,0.0,[]
11012000,Inguadona,Cass,Longville,"[-94.133682, 46.977633]",1132.93,565.0,79.0,20.3,['was02883']
11010200,Island,Cass,Longville,"[-94.041175, 46.928397]",358.3,59.3,45.0,0.0,['was00717']
11025700,Island,Cass,Longville,"[-94.325765, 46.891382]",184.26,100.0,40.0,0.0,['was01080']
11036000,Island,Cass,Backus,"[-94.522364, 46.854969]",0.0,0.0,0.0,0.0,[]
11027200,IXL,Cass,Hackensack,"[-94.323348, 46.926666]",94.88,25.0,40.0,0.0,[]
11016400,Jack,Cass,Longville,"[-94.225476, 46.974929]",0.0,0.0,0.0,0.0,[]
11040000,Jack,Cass,Walker,"[-94.446601, 47.06215]",141.97,43.5,110.0,0.0,['was02250']
11046000,Jackpine,Cass,Hackensack,"[-94.602951, 46.908644]",159.69,159.69,6.0,0.0,[]
18041500,Jail,Crow Wing,Pine River,"[-94.302583, 46.800303]",183.48,114.0,22.0,0.0,[]
11002800,Johnson,Cass,Remer,"[-93.886382, 47.188837]",26.74,20.0,20.0,15.0,[]
11036300,Johnson,Cass,Backus,"[-94.437728, 46.831927]",90.0,24.6,55.0,0.0,[]
11018200,Kego,Cass,Longville,"[-94.193963, 47.019819]",121.39,55.7,40.0,11.0,[]
11026800,Kerr,Cass,Pontoria,"[-94.36713, 46.941049]",83.24,26.3,79.0,0.0,[]
11026200,Kid,Cass,Hackensack,"[-94.384421, 46.953779]",168.06,35.0,52.0,0.0,[]
11006800,Kidney,Cass,Outing,"[-93.960517, 46.923813]",56.38,23.0,55.0,0.0,[]
11008700,Knight,Cass,Remer,"[-93.920273, 47.107095]",131.29,100.0,17.0,0.0,[]
49008000,Placid,Morrison,Pillager,"[-94.511629, 46.309217]",537.46,340.0,25.0,15.0,[]
11037400,Larson,Cass,Hackensack,"[-94.457227, 46.957538]",193.8,130.0,73.0,0.0,[]
11028700,Lauer,Cass,Whipholt,"[-94.34517, 47.044293]",0.0,0.0,0.0,0.0,[]
11010400,Laura,Cass,Inguadona,"[-94.011626, 46.981873]",0.0,0.0,0.0,0.0,['was01323']
11005300,Lawrence,Cass,Outing,"[-93.927222, 46.820658]",224.91,87.0,71.0,0.0,['was00715']
11003700,Leavitt,Cass,Mae,"[-93.905676, 46.834126]",121.53,38.0,60.0,0.0,['was02456']
11045500,Lee,Cass,Oshawa (Cass),"[-94.59511, 46.845451]",20.9,13.4,24.0,0.0,[]
11020300,Leech,Cass,Walker,"[-94.442163, 47.175434]",103039.6,57994.0,150.0,18.5,"['was01087', 'was02469', 'was00719', 'was02369', 'was00718', 'was00723', 'was02374', 'was00638', 'was00641', 'was00098', 'was00529', 'was03058']"
11036700,Lind,Cass,Backus,"[-94.476435, 46.820497]",439.96,249.0,27.0,0.0,['was01081']
11005400,Little Andrus,Cass,Outing,"[-94.007751, 46.83043]",27.21,14.0,37.0,14.0,[]
11006300,Little Bass,Cass,Inguadona,"[-94.011028, 46.960144]",138.87,67.0,30.0,0.0,[]
11047700,Little Bass,Cass,Akeley,"[-94.63283, 46.983504]",114.4,96.6,16.0,8.4,[]
11001800,Little Birch,Cass,Remer,"[-93.867295, 47.037]",0.0,0.0,0.0,0.0,[]
11016700,Little Boy,Cass,Longville,"[-94.18937, 46.941125]",1451.68,466.0,74.0,0.0,['was00724']
11024800,Little Deep,Cass,Pontoria,"[-94.396331, 46.834921]",0.0,0.0,0.0,0.0,[]
11032300,Little Long,Cass,Casino,"[-94.472165, 46.433388]",0.0,0.0,0.0,0.0,[]
11004200,Little Mud,Cass,Remer,"[-93.898318, 47.068671]",0.0,0.0,0.0,0.0,[]
11023600,Little Portage,Cass,Pontoria,"[-94.385847, 46.876439]",0.0,0.0,0.0,0.0,[]
11030200,Little Portage,Cass,Bena,"[-94.332453, 47.367165]",0.0,0.0,0.0,0.0,[]
11031800,Little Red Sand,Cass,Sylvan,"[-94.404347, 46.350055]",0.0,0.0,0.0,0.0,[]
11009200,Little Sand,Cass,Remer,"[-93.972733, 47.089011]",408.89,408.88,12.0,0.0,['was01089']
11023000,Little Sand,Cass,Chickamaw Beach,"[-94.395298, 46.799995]",0.0,0.0,0.0,0.0,['was02373']
11013100,Little Swift,Cass,Tobique,"[-94.044761, 47.070057]",55.17,55.17,25.0,12.0,[]
11000900,Little Thunder,Cass,Shovel Lake,"[-93.866562, 46.965023]",258.08,81.0,72.0,29.0,['was00725']
11006100,Little Thunder,Cass,Remer,"[-93.943769, 46.96419]",68.09,34.0,47.0,0.0,[]
11038800,Little Turtle,Cass,Ah-gwah-ching,"[-94.517461, 47.063817]",0.0,0.0,0.0,0.0,[]
11048700,Little Twin,Cass,Wilkinson,"[-94.55952, 47.300005]",111.9,23.0,30.0,0.0,[]
11003000,Little Vermillion,Cass,Days High Landing,"[-93.837722, 47.187401]",147.15,74.0,55.0,0.0,[]
11038700,Little Webb,Cass,Hackensack,"[-94.433901, 46.974279]",226.04,67.6,37.0,0.0,['was00721']
31085000,Little Winnibigoshish,Itasca,Deer River,"[-94.024609, 47.417169]",1001.62,209.0,28.0,0.0,['was00972']
11050500,Little Wolf,Cass,Cass Lake,"[-94.666345, 47.39358]",527.96,244.0,24.0,11.9,['was00758']
11026500,Little Woman,Cass,Hackensack,"[-94.335546, 46.943789]",35.91,35.84,14.0,0.0,[]
18041600,Lizzie,Crow Wing,Pontoria,"[-94.327403, 46.802737]",413.91,406.03,13.0,0.0,['was01082']
11013600,Lomish,Cass,Remer,"[-94.131768, 47.074802]",272.14,272.14,15.0,4.0,[]
11002300,Long,Cass,Remer,"[-93.861558, 47.119131]",114.57,77.0,33.0,0.0,[]
11014200,Long,Cass,Longville,"[-94.179445, 47.018812]",1007.41,356.0,115.0,0.0,['was01321']
11025800,Long,Cass,Hackensack,"[-94.355709, 46.887981]",246.3,140.0,37.0,0.0,['was02455']
11032800,Long,Cass,Casino,"[-94.45344, 46.41409]",112.87,76.0,68.0,0.0,[]
11038400,Long,Cass,Hackensack,"[-94.452268, 46.927811]",0.0,0.0,0.0,0.0,[]
11039500,Long,Cass,Hackensack,"[-94.42886, 46.99963]",58.5,47.0,43.0,0.0,[]
11045400,Long,Cass,Backus,"[-94.575999, 46.847502]",142.49,77.0,48.0,0.0,['was00727']
11048000,Long,Cass,Walker,"[-94.602636, 47.074281]",278.87,81.0,80.0,0.0,['was02371']
11002400,Loon,Cass,Remer,"[-93.870921, 47.096209]",29.14,29.14,14.0,0.0,[]
11022600,Loon,Cass,Pequot Lakes,"[-94.367844, 46.575069]",231.75,216.0,25.0,0.0,['was02459']
11035700,Loon,Cass,Backus,"[-94.466942, 46.853292]",0.0,0.0,0.0,0.0,[]
11021900,Lost,Cass,,"[-94.342419, 46.519465]",0.0,0.0,0.0,0.0,[]
11026900,Lost,Cass,Hackensack,"[-94.388195, 46.945309]",68.5,0.0,26.0,0.0,[]
11012800,Lost Girl,Cass,Inguadona,"[-94.08736, 47.010645]",0.0,0.0,0.0,0.0,[]
11015600,Louise,Cass,Backus,"[-94.254624, 46.830642]",58.85,34.4,26.0,10.0,[]
11009800,Lower Menton,Cass,Elevenmile Corner,"[-93.965704, 47.1727]",0.0,0.0,0.0,0.0,[]
11008000,Lower Milton,Cass,Elevenmile Corner,"[-93.939099, 47.141525]",78.98,39.0,47.0,0.0,[]
11031300,Lower Sucker,Cass,Cass Lake,"[-94.426652, 47.32983]",591.84,301.0,35.0,0.0,[]
11012900,Lower Trelipe,Cass,Longville,"[-94.070262, 46.991135]",618.01,355.0,32.0,0.0,['was02463']
11031400,Lydick,Cass,Bald Eagle Center,"[-94.417954, 47.396099]",67.92,39.0,20.0,0.0,[]
11012100,Mabel,Cass,Remer,"[-94.078018, 47.048814]",183.99,191.72,14.0,0.0,['was01090']
11028200,Man,Cass,Hackensack,"[-94.343233, 46.97292]",491.05,44.5,93.0,0.0,[]
11018100,Maple,Cass,Longville,"[-94.203993, 47.022675]",76.36,0.0,45.0,0.0,[]
11004500,Margaret,Cass,Outing,"[-93.983921, 46.852136]",18.33,10.0,49.0,0.0,['was01079']
11022200,Margaret,Cass,Nisswa,"[-94.363037, 46.49467]",247.79,64.0,26.0,0.0,[]
11004600,Marion,Cass,Outing,"[-93.988273, 46.848561]",11.68,5.84,60.0,0.0,['was01078']
11048200,May,Cass,Walker,"[-94.593631, 47.090842]",143.35,74.0,59.0,0.0,[]
18040800,Mayo,Crow Wing,Pequot Lakes,"[-94.32515, 46.564281]",165.21,147.0,22.0,0.0,[]
11026100,McKeown,Cass,Longville,"[-94.330002, 46.96114]",167.96,128.0,37.0,5.0,[]
11041900,Meadow,Cass,Graff,"[-94.537893, 46.523262]",0.0,0.0,0.0,0.0,[]
11003800,Michaud,Cass,Shovel Lake,"[-93.89812, 46.950166]",61.73,21.0,45.0,0.0,[]
11031700,Middle Sucker,Cass,Cass Lake,"[-94.422068, 47.348517]",286.07,150.0,20.0,0.0,[]
11020700,Mile,Cass,Baxter,"[-94.328502, 46.344979]",0.0,0.0,0.0,0.0,[]
11089200,Million,Cass,Walker,"[-94.624056, 47.011588]",21.98,0.0,20.0,0.0,[]
11011400,Mitten,Cass,Longville,"[-94.062193, 46.930502]",112.66,97.0,28.0,0.0,[]
11029600,Moccasin,Cass,Hackensack,"[-94.363447, 46.992759]",272.41,109.0,95.0,0.0,['was01083']
11007800,Moon,Cass,Tobique,"[-94.012116, 47.063189]",0.0,0.0,0.0,0.0,[]
11042400,Moose,Cass,Graff,"[-94.578618, 46.599443]",0.0,0.0,0.0,0.0,[]
11000600,Morrison,Cass,Mae,"[-93.879191, 46.822462]",164.38,160.0,49.0,0.0,[]
11048500,Moss,Cass,Cass Lake,"[-94.575496, 47.316649]",0.0,0.0,0.0,0.0,[]
11010000,Mud,Cass,Elevenmile Corner,"[-93.965352, 47.256382]",0.0,0.0,0.0,0.0,"['was01085', 'was02460', 'was01086']"
11038500,Mud,Cass,Hackensack,"[-94.497795, 46.910073]",0.0,0.0,0.0,0.0,[]
11004700,Mule,Cass,Outing,"[-93.995075, 46.846422]",61.46,40.0,45.0,0.0,[]
11020000,Mule,Cass,Longville,"[-94.263986, 46.911844]",524.58,182.0,47.0,0.0,"['was00513', 'was01322']"
11047900,Muskrat,Cass,Hackensack,"[-94.597168, 46.983991]",0.0,0.0,0.0,0.0,[]
11044900,North Haynes,Cass,Chamberlain,"[-94.634859, 46.882895]",0.0,0.0,0.0,0.0,[]
11030700,Norway,Cass,Pine River,"[-94.398897, 46.738826]",514.89,514.89,12.0,0.0,"['was00722', 'was00640']"
31077500,No-ta-she-bun,Itasca,Remer,"[-93.772516, 47.15277]",239.16,72.0,45.0,0.0,['was01091']
11013700,Nushka,Cass,Bena,"[-94.092622, 47.329018]",0.0,0.0,0.0,0.0,[]
11007400,Ododikossi,Cass,Remer,"[-94.00237, 47.040134]",0.0,0.0,0.0,0.0,[]
11024400,One,Cass,Pontoria,"[-94.334856, 46.859086]",72.51,0.0,35.0,0.0,[]
11035500,Ox Yoke,Cass,Backus,"[-94.462643, 46.869728]",186.73,88.0,42.0,0.0,['was02458']
11007500,Oxbow,Cass,Remer,"[-93.99167, 47.031627]",0.0,0.0,0.0,0.0,[]
11038100,Poquet,Cass,Hackensack,"[-94.505203, 46.916805]",144.74,95.8,19.0,0.0,[]
11005500,Pavelgrit,Cass,Outing,"[-94.014279, 46.828559]",17.61,16.0,25.0,0.0,[]
11045900,Perch,Cass,Hackensack,"[-94.595877, 46.91852]",0.0,0.0,0.0,0.0,[]
11082600,Perch,Cass,Backus,"[-94.612492, 46.817588]",12.5,7.8,39.0,0.0,[]
11038000,Peterson,Cass,Hackensack,"[-94.51232, 46.941583]",0.0,0.0,0.0,0.0,[]
11012600,Phelon,Cass,Inguadona,"[-94.075576, 47.022131]",17.55,16.0,45.0,0.0,[]
11026700,Pick,Cass,Pontoria,"[-94.350323, 46.938005]",0.0,0.0,0.0,0.0,[]
11035200,Pickerel,Cass,Hackensack,"[-94.462999, 46.886884]",65.76,41.5,18.0,0.0,[]
11041500,Pike Bay,Cass,Cass Lake,"[-94.568743, 47.352951]",4751.34,2238.0,95.0,25.0,['was00714']
11032000,Pillager,Cass,Pillager,"[-94.477808, 46.368405]",205.01,72.0,39.0,0.0,['was02372']
11029200,Pine,Cass,Whipholt,"[-94.382872, 47.025168]",260.5,113.0,25.0,12.0,['was00720']
11041100,Pine Mountain,Cass,Backus,"[-94.533539, 46.823691]",1612.44,737.0,80.0,0.0,['was02457']
11011000,Pistol,Cass,Outing,"[-94.087689, 46.81619]",74.17,63.0,20.0,0.0,[]
11038300,Pleasant,Cass,Hackensack,"[-94.474591, 46.913536]",1099.18,410.0,72.0,0.0,['was02275']
11023400,Ponto,Cass,Backus,"[-94.337957, 46.872052]",388.05,102.0,60.0,0.0,['was00867']
11013400,Portage,Cass,Tobique,"[-94.113133, 47.080771]",0.0,0.0,0.0,0.0,[]
11020400,Portage,Cass,Bena,"[-94.311745, 47.343273]",1538.62,674.0,55.0,0.0,['was00628']
11047600,Portage,Cass,Hackensack,"[-94.553305, 47.010066]",277.27,95.0,84.0,0.0,[]
11049000,Portage,Cass,Cass Lake,"[-94.599793, 47.278442]",360.66,168.0,65.0,0.0,[]
11025900,Primer,Cass,Longville,"[-94.306573, 46.971756]",42.54,30.0,37.0,0.0,[]
11035600,Rainy,Cass,Backus,"[-94.450694, 46.844728]",129.39,93.0,29.0,0.0,[]
11028500,Rat,Cass,Whipholt,"[-94.381784, 47.045801]",87.3,35.0,35.0,0.0,[]
11022000,Ray,Cass,Nisswa,"[-94.331336, 46.522193]",142.74,112.0,27.0,0.0,[]
11013800,Rice,Cass,Bena,"[-94.071481, 47.338192]",0.0,0.0,0.0,0.0,[]
11016200,Rice,Cass,Inguadona,"[-94.165032, 46.963415]",270.18,193.0,30.0,0.0,[]
11032100,Rice,Cass,Pillager,"[-94.493873, 46.374271]",0.0,0.0,0.0,0.0,[]
11040200,Rice,Cass,Baker (Cass),"[-94.499271, 47.105773]",0.0,0.0,0.0,0.0,[]
11032400,Rock,Cass,Casino,"[-94.474542, 46.426564]",261.01,235.0,17.0,0.0,['was02340']
11004300,Roosevelt,Cass,Outing,"[-93.963017, 46.817264]",1510.59,390.0,129.0,0.0,['was00862']
18039800,Roy,Crow Wing,Nisswa,"[-94.321841, 46.51609]",319.67,129.0,26.0,0.0,[]
11001900,Sailor,Cass,Shovel Lake,"[-93.807869, 47.023632]",0.0,0.0,0.0,0.0,[]
11036100,Sanborn,Cass,Backus,"[-94.453254, 46.831664]",220.31,84.0,48.0,0.0,['was02022']
